Kab_Kota,Kode_Kab,provinsi,X,Y,tahun,suhu
TAKALAR,7305,SULAWESI SELATAN,119.4705781,-5.4198316,2019,39.04041917
GOWA,7306,SULAWESI SELATAN,119.7186835,-5.3092712,2019,35.08854067
SINJAI,7307,SULAWESI SELATAN,120.1358668,-5.2097464,2019,33.12555735
MAROS,7309,SULAWESI SELATAN,119.7247491,-5.0006963,2019,35.03021806
PANGKAJENE DAN KEPULAUAN,7310,SULAWESI SELATAN,119.4786861,-4.9398356,2019,35.55330033
BARRU,7311,SULAWESI SELATAN,119.6941453,-4.4416779,2019,34.52672157
BONE,7308,SULAWESI SELATAN,120.1297951,-4.6951194,2019,36.01738239
SOPPENG,7312,SULAWESI SELATAN,119.892111,-4.3390456,2019,35.76854202
WAJO,7313,SULAWESI SELATAN,120.171,-4.0065376,2019,36.90262678
SIDENRENG RAPPANG,7314,SULAWESI SELATAN,119.9714268,-3.80729,2020,32.49796775
PINRANG,7315,SULAWESI SELATAN,119.5999164,-3.6224566,2020,32.67863861
ENREKANG,7316,SULAWESI SELATAN,119.8720298,-3.5037236,2020,29.61865809
LUWU,7317,SULAWESI SELATAN,120.1825512,-3.1985503,2020,30.59485113
TANA TORAJA,7318,SULAWESI SELATAN,119.7123753,-3.1085124,2020,28.82027459
LUWU UTARA,7322,SULAWESI SELATAN,120.160901,-2.3952637,2020,26.99363549
LUWU TIMUR,7324,SULAWESI SELATAN,121.1385129,-2.5506798,2020,30.26415127
TORAJA UTARA,7326,SULAWESI SELATAN,119.8689338,-2.8881797,2020,26.58825836
KOTA MAKASSAR,7371,SULAWESI SELATAN,119.4611479,-5.1334178,2020,39.67346087
KOTA PARE PARE,7372,SULAWESI SELATAN,119.6616025,-4.029352,2020,36.16635442
KOTA PALOPO,7373,SULAWESI SELATAN,120.1478943,-2.9804706,2020,31.11821059
KEPULAUAN SELAYAR,7301,SULAWESI SELATAN,120.7152531,-6.5618797,2020,31.89098367
BULUKUMBA,7302,SULAWESI SELATAN,120.2360066,-5.4324691,2020,33.78850155
BANTAENG,7303,SULAWESI SELATAN,119.9869113,-5.4881894,2020,33.53755197
JENEPONTO,7304,SULAWESI SELATAN,119.6984467,-5.5675174,2020,38.94885283
TAKALAR,7305,SULAWESI SELATAN,119.4705781,-5.4198316,2020,37.15069767
GOWA,7306,SULAWESI SELATAN,119.7186835,-5.3092712,2020,33.24180737
SINJAI,7307,SULAWESI SELATAN,120.1358668,-5.2097464,2020,31.93091542
MAROS,7309,SULAWESI SELATAN,119.7247491,-5.0006963,2020,33.70127666
PANGKAJENE DAN KEPULAUAN,7310,SULAWESI SELATAN,119.4786861,-4.9398356,2020,34.26318344
BARRU,7311,SULAWESI SELATAN,119.6941453,-4.4416779,2020,33.19947774
BONE,7308,SULAWESI SELATAN,120.1297951,-4.6951194,2020,34.27744658
SOPPENG,7312,SULAWESI SELATAN,119.892111,-4.3390456,2020,33.83908479
WAJO,7313,SULAWESI SELATAN,120.171,-4.0065376,2020,35.52719647
SIDENRENG RAPPANG,7314,SULAWESI SELATAN,119.9714268,-3.80729,2021,32.58857297
PINRANG,7315,SULAWESI SELATAN,119.5999164,-3.6224566,2021,32.28752384
ENREKANG,7316,SULAWESI SELATAN,119.8720298,-3.5037236,2021,29.10837093
LUWU,7317,SULAWESI SELATAN,120.1825512,-3.1985503,2021,30.077108
TANA TORAJA,7318,SULAWESI SELATAN,119.7123753,-3.1085124,2021,28.59174899
LUWU UTARA,7322,SULAWESI SELATAN,120.160901,-2.3952637,2021,26.86790903
LUWU TIMUR,7324,SULAWESI SELATAN,121.1385129,-2.5506798,2021,30.06160696
TORAJA UTARA,7326,SULAWESI SELATAN,119.8689338,-2.8881797,2021,26.40177064
KOTA MAKASSAR,7371,SULAWESI SELATAN,119.4611479,-5.1334178,2021,38.93305264
KOTA PARE PARE,7372,SULAWESI SELATAN,119.6616025,-4.029352,2021,34.95242591
KOTA PALOPO,7373,SULAWESI SELATAN,120.1478943,-2.9804706,2021,30.78443068
KEPULAUAN SELAYAR,7301,SULAWESI SELATAN,120.7152531,-6.5618797,2021,31.56257228
BULUKUMBA,7302,SULAWESI SELATAN,120.2360066,-5.4324691,2021,32.60744517
BANTAENG,7303,SULAWESI SELATAN,119.9869113,-5.4881894,2021,32.22214456
JENEPONTO,7304,SULAWESI SELATAN,119.6984467,-5.5675174,2021,37.43978616
TAKALAR,7305,SULAWESI SELATAN,119.4705781,-5.4198316,2021,36.27507312
GOWA,7306,SULAWESI SELATAN,119.7186835,-5.3092712,2021,31.96801131
SINJAI,7307,SULAWESI SELATAN,120.1358668,-5.2097464,2021,30.79514025
MAROS,7309,SULAWESI SELATAN,119.7247491,-5.0006963,2021,32.35632271
PANGKAJENE DAN KEPULAUAN,7310,SULAWESI SELATAN,119.4786861,-4.9398356,2021,33.12246605
BARRU,7311,SULAWESI SELATAN,119.6941453,-4.4416779,2021,31.77772749
BONE,7308,SULAWESI SELATAN,120.1297951,-4.6951194,2021,33.45385238
SOPPENG,7312,SULAWESI SELATAN,119.892111,-4.3390456,2021,33.38279057
WAJO,7313,SULAWESI SELATAN,120.171,-4.0065376,2021,35.46723229
SIDENRENG RAPPANG,7314,SULAWESI SELATAN,119.9714268,-3.80729,2022,32.91137528
PINRANG,7315,SULAWESI SELATAN,119.5999164,-3.6224566,2022,32.44169034
ENREKANG,7316,SULAWESI SELATAN,119.8720298,-3.5037236,2022,29.60057865
LUWU,7317,SULAWESI SELATAN,120.1825512,-3.1985503,2022,30.18485637
TANA TORAJA,7318,SULAWESI SELATAN,119.7123753,-3.1085124,2022,28.21713004
LUWU UTARA,7322,SULAWESI SELATAN,120.160901,-2.3952637,2022,26.70302458
LUWU TIMUR,7324,SULAWESI SELATAN,121.1385129,-2.5506798,2022,29.89842896
TORAJA UTARA,7326,SULAWESI SELATAN,119.8689338,-2.8881797,2022,26.09709996
KOTA MAKASSAR,7371,SULAWESI SELATAN,119.4611479,-5.1334178,2022,38.88359712
KOTA PARE PARE,7372,SULAWESI SELATAN,119.6616025,-4.029352,2022,34.79044135
KOTA PALOPO,7373,SULAWESI SELATAN,120.1478943,-2.9804706,2022,31.08726354
KEPULAUAN SELAYAR,7301,SULAWESI SELATAN,120.7152531,-6.5618797,2022,30.78828894
BULUKUMBA,7302,SULAWESI SELATAN,120.2360066,-5.4324691,2022,33.23502699
BANTAENG,7303,SULAWESI SELATAN,119.9869113,-5.4881894,2022,32.87385402
JENEPONTO,7304,SULAWESI SELATAN,119.6984467,-5.5675174,2022,36.95498524
TAKALAR,7305,SULAWESI SELATAN,119.4705781,-5.4198316,2022,35.72081938
GOWA,7306,SULAWESI SELATAN,119.7186835,-5.3092712,2022,31.7734611
SINJAI,7307,SULAWESI SELATAN,120.1358668,-5.2097464,2022,31.4013204
MAROS,7309,SULAWESI SELATAN,119.7247491,-5.0006963,2022,32.37043524
PANGKAJENE DAN KEPULAUAN,7310,SULAWESI SELATAN,119.4786861,-4.9398356,2022,33.01617778
BARRU,7311,SULAWESI SELATAN,119.6941453,-4.4416779,2022,31.78768002
BONE,7308,SULAWESI SELATAN,120.1297951,-4.6951194,2022,33.68188213
SOPPENG,7312,SULAWESI SELATAN,119.892111,-4.3390456,2022,34.12180843
WAJO,7313,SULAWESI SELATAN,120.171,-4.0065376,2022,35.60167174
SIDENRENG RAPPANG,7314,SULAWESI SELATAN,119.9714268,-3.80729,2023,34.03600985
PINRANG,7315,SULAWESI SELATAN,119.5999164,-3.6224566,2023,33.96063776
ENREKANG,7316,SULAWESI SELATAN,119.8720298,-3.5037236,2023,31.11112273
LUWU,7317,SULAWESI SELATAN,120.1825512,-3.1985503,2023,30.71518309
TANA TORAJA,7318,SULAWESI SELATAN,119.7123753,-3.1085124,2023,29.8359094
LUWU UTARA,7322,SULAWESI SELATAN,120.160901,-2.3952637,2023,27.59189477
LUWU TIMUR,7324,SULAWESI SELATAN,121.1385129,-2.5506798,2023,30.41235281
TORAJA UTARA,7326,SULAWESI SELATAN,119.8689338,-2.8881797,2023,27.4329887
KOTA MAKASSAR,7371,SULAWESI SELATAN,119.4611479,-5.1334178,2023,40.87102005
KOTA PARE PARE,7372,SULAWESI SELATAN,119.6616025,-4.029352,2023,38.58811923
KOTA PALOPO,7373,SULAWESI SELATAN,120.1478943,-2.9804706,2023,31.41598628
KEPULAUAN SELAYAR,7301,SULAWESI SELATAN,120.7152531,-6.5618797,2023,31.67113128
BULUKUMBA,7302,SULAWESI SELATAN,120.2360066,-5.4324691,2023,35.12702693
BANTAENG,7303,SULAWESI SELATAN,119.9869113,-5.4881894,2023,35.2800045
JENEPONTO,7304,SULAWESI SELATAN,119.6984467,-5.5675174,2023,41.26334799
TAKALAR,7305,SULAWESI SELATAN,119.4705781,-5.4198316,2023,39.06686957
GOWA,7306,SULAWESI SELATAN,119.7186835,-5.3092712,2023,35.25823249
SINJAI,7307,SULAWESI SELATAN,120.1358668,-5.2097464,2023,33.11188857
MAROS,7309,SULAWESI SELATAN,119.7247491,-5.0006963,2023,35.28532198
PANGKAJENE DAN KEPULAUAN,7310,SULAWESI SELATAN,119.4786861,-4.9398356,2023,35.65811058
BARRU,7311,SULAWESI SELATAN,119.6941453,-4.4416779,2023,34.81663944
BONE,7308,SULAWESI SELATAN,120.1297951,-4.6951194,2023,36.27851813
SOPPENG,7312,SULAWESI SELATAN,119.892111,-4.3390456,2023,36.2609537
WAJO,7313,SULAWESI SELATAN,120.171,-4.0065376,2023,37.24602594
SIDENRENG RAPPANG,7314,SULAWESI SELATAN,119.9714268,-3.80729,2024,34.22590179
PINRANG,7315,SULAWESI SELATAN,119.5999164,-3.6224566,2024,33.09322721
ENREKANG,7316,SULAWESI SELATAN,119.8720298,-3.5037236,2024,30.25751214
LUWU,7317,SULAWESI SELATAN,120.1825512,-3.1985503,2024,31.00941439
TANA TORAJA,7318,SULAWESI SELATAN,119.7123753,-3.1085124,2024,29.06111702
LUWU UTARA,7322,SULAWESI SELATAN,120.160901,-2.3952637,2024,28.01988756
LUWU TIMUR,7324,SULAWESI SELATAN,121.1385129,-2.5506798,2024,31.52397562
TORAJA UTARA,7326,SULAWESI SELATAN,119.8689338,-2.8881797,2024,27.33030906
KOTA MAKASSAR,7371,SULAWESI SELATAN,119.4611479,-5.1334178,2024,39.59325155
KOTA PARE PARE,7372,SULAWESI SELATAN,119.6616025,-4.029352,2024,36.19918563
KOTA PALOPO,7373,SULAWESI SELATAN,120.1478943,-2.9804706,2024,31.66404104
KEPULAUAN SELAYAR,7301,SULAWESI SELATAN,120.7152531,-6.5618797,2024,32.94602093
BULUKUMBA,7302,SULAWESI SELATAN,120.2360066,-5.4324691,2024,32.96146487
BANTAENG,7303,SULAWESI SELATAN,119.9869113,-5.4881894,2024,34.35243097
JENEPONTO,7304,SULAWESI SELATAN,119.6984467,-5.5675174,2024,37.06425074
TAKALAR,7305,SULAWESI SELATAN,119.4705781,-5.4198316,2024,35.94129714
GOWA,7306,SULAWESI SELATAN,119.7186835,-5.3092712,2024,32.03319622
SINJAI,7307,SULAWESI SELATAN,120.1358668,-5.2097464,2024,31.80228679
MAROS,7309,SULAWESI SELATAN,119.7247491,-5.0006963,2024,33.008942
PANGKAJENE DAN KEPULAUAN,7310,SULAWESI SELATAN,119.4786861,-4.9398356,2024,33.5209445
BARRU,7311,SULAWESI SELATAN,119.6941453,-4.4416779,2024,32.67264236
BONE,7308,SULAWESI SELATAN,120.1297951,-4.6951194,2024,35.28396533
SOPPENG,7312,SULAWESI SELATAN,119.892111,-4.3390456,2024,36.49801239
WAJO,7313,SULAWESI SELATAN,120.171,-4.0065376,2024,38.03812006
BANGGAI KEPULAUAN,7207,SULAWESI TENGAH,123.1437838,-1.3722261,2015,31.66483482
BANGGAI,7201,SULAWESI TENGAH,122.5836422,-1.0208288,2015,30.71576619
MOROWALI,7206,SULAWESI TENGAH,121.9133621,-2.6935957,2015,30.41376175
POSO,7202,SULAWESI TENGAH,120.5210949,-1.6808229,2015,28.72491708
DONGGALA,7203,SULAWESI TENGAH,119.8357214,-0.3958716,2015,31.17485839
TOLITOLI,7204,SULAWESI TENGAH,120.7189347,0.9260429,2015,31.38904672
BUOL,7205,SULAWESI TENGAH,121.3727787,0.9779765,2015,30.93288376
PARIGI MOUTONG,7208,SULAWESI TENGAH,120.4512639,0.0165349,2015,30.48852783
TOJO UNA-UNA,7209,SULAWESI TENGAH,121.5762364,-1.1123623,2015,30.49498474
SIGI,7210,SULAWESI TENGAH,119.9704438,-1.4084861,2015,29.02060877
BANGGAI LAUT,7211,SULAWESI TENGAH,123.5345919,-1.788847,2015,31.46839101
MOROWALI UTARA,7212,SULAWESI TENGAH,121.3849683,-1.8145563,2015,30.17932809
KOTA PALU,7271,SULAWESI TENGAH,119.909974,-0.8298011,2015,36.41010943
BANGGAI KEPULAUAN,7207,SULAWESI TENGAH,123.1437838,-1.3722261,2016,32.17893175
BANGGAI,7201,SULAWESI TENGAH,122.5836422,-1.0208288,2016,30.70091658
MOROWALI,7206,SULAWESI TENGAH,121.9133621,-2.6935957,2016,30.63432176
POSO,7202,SULAWESI TENGAH,120.5210949,-1.6808229,2016,28.2759112
DONGGALA,7203,SULAWESI TENGAH,119.8357214,-0.3958716,2016,30.81751229
TOLITOLI,7204,SULAWESI TENGAH,120.7189347,0.9260429,2016,31.08215788
BUOL,7205,SULAWESI TENGAH,121.3727787,0.9779765,2016,30.55764772
PARIGI MOUTONG,7208,SULAWESI TENGAH,120.4512639,0.0165349,2016,30.66324197
TOJO UNA-UNA,7209,SULAWESI TENGAH,121.5762364,-1.1123623,2016,29.94904894
SIGI,7210,SULAWESI TENGAH,119.9704438,-1.4084861,2016,28.3435235
BANGGAI LAUT,7211,SULAWESI TENGAH,123.5345919,-1.788847,2016,32.40209632
MOROWALI UTARA,7212,SULAWESI TENGAH,121.3849683,-1.8145563,2016,30.35180988
KOTA PALU,7271,SULAWESI TENGAH,119.909974,-0.8298011,2016,36.09074707
BANGGAI KEPULAUAN,7207,SULAWESI TENGAH,123.1437838,-1.3722261,2017,31.24639128
BANGGAI,7201,SULAWESI TENGAH,122.5836422,-1.0208288,2017,29.77034285
MOROWALI,7206,SULAWESI TENGAH,121.9133621,-2.6935957,2017,30.14477862
POSO,7202,SULAWESI TENGAH,120.5210949,-1.6808229,2017,27.60746553
DONGGALA,7203,SULAWESI TENGAH,119.8357214,-0.3958716,2017,30.39960058
TOLITOLI,7204,SULAWESI TENGAH,120.7189347,0.9260429,2017,30.43768643
BUOL,7205,SULAWESI TENGAH,121.3727787,0.9779765,2017,30.09998695
PARIGI MOUTONG,7208,SULAWESI TENGAH,120.4512639,0.0165349,2017,30.42895557
TOJO UNA-UNA,7209,SULAWESI TENGAH,121.5762364,-1.1123623,2017,29.33549775
SIGI,7210,SULAWESI TENGAH,119.9704438,-1.4084861,2017,27.87055497
BANGGAI LAUT,7211,SULAWESI TENGAH,123.5345919,-1.788847,2017,30.99078387
MOROWALI UTARA,7212,SULAWESI TENGAH,121.3849683,-1.8145563,2017,29.87628583
KOTA PALU,7271,SULAWESI TENGAH,119.909974,-0.8298011,2017,34.2824724
BANGGAI KEPULAUAN,7207,SULAWESI TENGAH,123.1437838,-1.3722261,2018,30.9861513
BANGGAI,7201,SULAWESI TENGAH,122.5836422,-1.0208288,2018,30.23557189
MOROWALI,7206,SULAWESI TENGAH,121.9133621,-2.6935957,2018,30.28435726
POSO,7202,SULAWESI TENGAH,120.5210949,-1.6808229,2018,28.01103795
DONGGALA,7203,SULAWESI TENGAH,119.8357214,-0.3958716,2018,30.61293227
TOLITOLI,7204,SULAWESI TENGAH,120.7189347,0.9260429,2018,30.87209581
BUOL,7205,SULAWESI TENGAH,121.3727787,0.9779765,2018,30.55741606
PARIGI MOUTONG,7208,SULAWESI TENGAH,120.4512639,0.0165349,2018,30.51832537
TOJO UNA-UNA,7209,SULAWESI TENGAH,121.5762364,-1.1123623,2018,29.50233949
SIGI,7210,SULAWESI TENGAH,119.9704438,-1.4084861,2018,28.32747035
BANGGAI LAUT,7211,SULAWESI TENGAH,123.5345919,-1.788847,2018,31.1112567
MOROWALI UTARA,7212,SULAWESI TENGAH,121.3849683,-1.8145563,2018,29.92634389
KOTA PALU,7271,SULAWESI TENGAH,119.909974,-0.8298011,2018,35.42606449
BANGGAI KEPULAUAN,7207,SULAWESI TENGAH,123.1437838,-1.3722261,2019,31.06442429
BANGGAI,7201,SULAWESI TENGAH,122.5836422,-1.0208288,2019,30.59692436
MOROWALI,7206,SULAWESI TENGAH,121.9133621,-2.6935957,2019,30.02737067
POSO,7202,SULAWESI TENGAH,120.5210949,-1.6808229,2019,28.44150381
DONGGALA,7203,SULAWESI TENGAH,119.8357214,-0.3958716,2019,30.75622531
TOLITOLI,7204,SULAWESI TENGAH,120.7189347,0.9260429,2019,30.96605714
BUOL,7205,SULAWESI TENGAH,121.3727787,0.9779765,2019,30.61366111
PARIGI MOUTONG,7208,SULAWESI TENGAH,120.4512639,0.0165349,2019,30.67684521
TOJO UNA-UNA,7209,SULAWESI TENGAH,121.5762364,-1.1123623,2019,30.19921602
SIGI,7210,SULAWESI TENGAH,119.9704438,-1.4084861,2019,28.83007699
BANGGAI LAUT,7211,SULAWESI TENGAH,123.5345919,-1.788847,2019,30.46186366
MOROWALI UTARA,7212,SULAWESI TENGAH,121.3849683,-1.8145563,2019,30.00849656
KOTA PALU,7271,SULAWESI TENGAH,119.909974,-0.8298011,2019,36.0817593
BANGGAI KEPULAUAN,7207,SULAWESI TENGAH,123.1437838,-1.3722261,2020,30.86005147
BANGGAI,7201,SULAWESI TENGAH,122.5836422,-1.0208288,2020,30.09959706
MOROWALI,7206,SULAWESI TENGAH,121.9133621,-2.6935957,2020,30.40923772
POSO,7202,SULAWESI TENGAH,120.5210949,-1.6808229,2020,27.95612604
DONGGALA,7203,SULAWESI TENGAH,119.8357214,-0.3958716,2020,30.12424574
TOLITOLI,7204,SULAWESI TENGAH,120.7189347,0.9260429,2020,30.22084039
BUOL,7205,SULAWESI TENGAH,121.3727787,0.9779765,2020,29.95055362
PARIGI MOUTONG,7208,SULAWESI TENGAH,120.4512639,0.0165349,2020,30.2031556
TOJO UNA-UNA,7209,SULAWESI TENGAH,121.5762364,-1.1123623,2020,29.30103785
SIGI,7210,SULAWESI TENGAH,119.9704438,-1.4084861,2020,28.37799998
BANGGAI LAUT,7211,SULAWESI TENGAH,123.5345919,-1.788847,2020,30.59111602
MOROWALI UTARA,7212,SULAWESI TENGAH,121.3849683,-1.8145563,2020,29.84232575
KOTA PALU,7271,SULAWESI TENGAH,119.909974,-0.8298011,2020,34.94952798
BANGGAI KEPULAUAN,7207,SULAWESI TENGAH,123.1437838,-1.3722261,2021,30.45225199
BANGGAI,7201,SULAWESI TENGAH,122.5836422,-1.0208288,2021,29.40119699
MOROWALI,7206,SULAWESI TENGAH,121.9133621,-2.6935957,2021,30.32608451
POSO,7202,SULAWESI TENGAH,120.5210949,-1.6808229,2021,27.6730273
DONGGALA,7203,SULAWESI TENGAH,119.8357214,-0.3958716,2021,29.93744619
TOLITOLI,7204,SULAWESI TENGAH,120.7189347,0.9260429,2021,30.0482478
BUOL,7205,SULAWESI TENGAH,121.3727787,0.9779765,2021,29.85729549
PARIGI MOUTONG,7208,SULAWESI TENGAH,120.4512639,0.0165349,2021,30.45820927
TOJO UNA-UNA,7209,SULAWESI TENGAH,121.5762364,-1.1123623,2021,28.59961336
SIGI,7210,SULAWESI TENGAH,119.9704438,-1.4084861,2021,27.87913473
BANGGAI LAUT,7211,SULAWESI TENGAH,123.5345919,-1.788847,2021,30.31226251
MOROWALI UTARA,7212,SULAWESI TENGAH,121.3849683,-1.8145563,2021,29.51362245
KOTA PALU,7271,SULAWESI TENGAH,119.909974,-0.8298011,2021,34.32234557
BANGGAI KEPULAUAN,7207,SULAWESI TENGAH,123.1437838,-1.3722261,2022,30.88456957
BANGGAI,7201,SULAWESI TENGAH,122.5836422,-1.0208288,2022,29.69397392
MOROWALI,7206,SULAWESI TENGAH,121.9133621,-2.6935957,2022,30.3392055
POSO,7202,SULAWESI TENGAH,120.5210949,-1.6808229,2022,27.37633271
DONGGALA,7203,SULAWESI TENGAH,119.8357214,-0.3958716,2022,29.70086943
TOLITOLI,7204,SULAWESI TENGAH,120.7189347,0.9260429,2022,29.90988615
BUOL,7205,SULAWESI TENGAH,121.3727787,0.9779765,2022,29.89487093
PARIGI MOUTONG,7208,SULAWESI TENGAH,120.4512639,0.0165349,2022,29.94463763
TOJO UNA-UNA,7209,SULAWESI TENGAH,121.5762364,-1.1123623,2022,28.66416994
SIGI,7210,SULAWESI TENGAH,119.9704438,-1.4084861,2022,27.4885125
BANGGAI LAUT,7211,SULAWESI TENGAH,123.5345919,-1.788847,2022,30.62431566
MOROWALI UTARA,7212,SULAWESI TENGAH,121.3849683,-1.8145563,2022,29.81772473
KOTA PALU,7271,SULAWESI TENGAH,119.909974,-0.8298011,2022,34.20081036
BANGGAI KEPULAUAN,7207,SULAWESI TENGAH,123.1437838,-1.3722261,2023,30.71731554
BANGGAI,7201,SULAWESI TENGAH,122.5836422,-1.0208288,2023,30.36254023
MOROWALI,7206,SULAWESI TENGAH,121.9133621,-2.6935957,2023,30.32684823
POSO,7202,SULAWESI TENGAH,120.5210949,-1.6808229,2023,28.54609866
DONGGALA,7203,SULAWESI TENGAH,119.8357214,-0.3958716,2023,30.58368878
TOLITOLI,7204,SULAWESI TENGAH,120.7189347,0.9260429,2023,30.53925755
BUOL,7205,SULAWESI TENGAH,121.3727787,0.9779765,2023,30.70122562
PARIGI MOUTONG,7208,SULAWESI TENGAH,120.4512639,0.0165349,2023,30.59368632
TOJO UNA-UNA,7209,SULAWESI TENGAH,121.5762364,-1.1123623,2023,30.22830975
SIGI,7210,SULAWESI TENGAH,119.9704438,-1.4084861,2023,28.83992705
BANGGAI LAUT,7211,SULAWESI TENGAH,123.5345919,-1.788847,2023,30.09608851
MOROWALI UTARA,7212,SULAWESI TENGAH,121.3849683,-1.8145563,2023,30.09987983
KOTA PALU,7271,SULAWESI TENGAH,119.909974,-0.8298011,2023,35.98326001
BANGGAI KEPULAUAN,7207,SULAWESI TENGAH,123.1437838,-1.3722261,2024,33.1786188
BANGGAI,7201,SULAWESI TENGAH,122.5836422,-1.0208288,2024,31.51027918
MOROWALI,7206,SULAWESI TENGAH,121.9133621,-2.6935957,2024,32.10557067
POSO,7202,SULAWESI TENGAH,120.5210949,-1.6808229,2024,28.68606799
DONGGALA,7203,SULAWESI TENGAH,119.8357214,-0.3958716,2024,30.81780067
TOLITOLI,7204,SULAWESI TENGAH,120.7189347,0.9260429,2024,31.0996952
BUOL,7205,SULAWESI TENGAH,121.3727787,0.9779765,2024,30.38217529
PARIGI MOUTONG,7208,SULAWESI TENGAH,120.4512639,0.0165349,2024,31.14888882
TOJO UNA-UNA,7209,SULAWESI TENGAH,121.5762364,-1.1123623,2024,30.3700317
SIGI,7210,SULAWESI TENGAH,119.9704438,-1.4084861,2024,29.03805547
BANGGAI LAUT,7211,SULAWESI TENGAH,123.5345919,-1.788847,2024,32.54149546
MOROWALI UTARA,7212,SULAWESI TENGAH,121.3849683,-1.8145563,2024,31.12124818
KOTA PALU,7271,SULAWESI TENGAH,119.909974,-0.8298011,2024,36.92616537
KONAWE,7402,SULAWESI TENGGARA,121.886158,-3.5253956,2015,32.81010713
KOLAKA,7401,SULAWESI TENGGARA,121.5284569,-4.0748143,2015,31.45387172
KONAWE SELATAN,7405,SULAWESI TENGGARA,122.4208107,-4.2626711,2015,34.98610449
BOMBANA,7406,SULAWESI TENGGARA,121.8507507,-4.7977893,2015,35.26863927
WAKATOBI,7407,SULAWESI TENGGARA,123.7952113,-5.5753417,2015,33.52232894
KOLAKA UTARA,7408,SULAWESI TENGGARA,121.1562663,-3.2477187,2015,28.94576719
BUTON UTARA,7410,SULAWESI TENGGARA,123.0159464,-4.701497,2015,31.2938586
KONAWE UTARA,7409,SULAWESI TENGGARA,121.9969778,-3.3852102,2015,31.39861318
KOLAKA TIMUR,7411,SULAWESI TENGGARA,121.6171205,-3.8045881,2015,30.66842026
KONAWE KEPULAUAN,7412,SULAWESI TENGGARA,123.0950545,-4.114416,2015,30.87671025
KOTA KENDARI,7471,SULAWESI TENGGARA,122.5325884,-4.0003929,2015,35.69205279
KOTA BAU BAU,7472,SULAWESI TENGGARA,122.6752717,-5.4299008,2015,33.25530655
BUTON,7404,SULAWESI TENGGARA,122.9230566,-5.3184633,2015,31.62380093
BUTON SELATAN,7415,SULAWESI TENGGARA,122.6708773,-5.6091575,2015,33.89778002
BUTON TENGAH,7414,SULAWESI TENGGARA,122.3992456,-5.316866,2015,35.51213648
MUNA,7403,SULAWESI TENGGARA,122.6394099,-4.9385832,2015,34.61062029
MUNA BARAT,7413,SULAWESI TENGGARA,122.4919939,-4.8169597,2015,35.47943791
KONAWE,7402,SULAWESI TENGGARA,121.886158,-3.5253956,2016,32.66979644
KOLAKA,7401,SULAWESI TENGGARA,121.5284569,-4.0748143,2016,31.18930511
KONAWE SELATAN,7405,SULAWESI TENGGARA,122.4208107,-4.2626711,2016,34.69118566
BOMBANA,7406,SULAWESI TENGGARA,121.8507507,-4.7977893,2016,34.53861251
WAKATOBI,7407,SULAWESI TENGGARA,123.7952113,-5.5753417,2016,32.99212175
KOLAKA UTARA,7408,SULAWESI TENGGARA,121.1562663,-3.2477187,2016,28.8838614
BUTON UTARA,7410,SULAWESI TENGGARA,123.0159464,-4.701497,2016,31.89679971
KONAWE UTARA,7409,SULAWESI TENGGARA,121.9969778,-3.3852102,2016,31.50461417
KOLAKA TIMUR,7411,SULAWESI TENGGARA,121.6171205,-3.8045881,2016,30.67380558
KONAWE KEPULAUAN,7412,SULAWESI TENGGARA,123.0950545,-4.114416,2016,31.19035274
KOTA KENDARI,7471,SULAWESI TENGGARA,122.5325884,-4.0003929,2016,35.01046063
KOTA BAU BAU,7472,SULAWESI TENGGARA,122.6752717,-5.4299008,2016,32.57198961
BUTON,7404,SULAWESI TENGGARA,122.9230566,-5.3184633,2016,32.10114119
BUTON SELATAN,7415,SULAWESI TENGGARA,122.6708773,-5.6091575,2016,33.11347292
BUTON TENGAH,7414,SULAWESI TENGGARA,122.3992456,-5.316866,2016,34.22619508
MUNA,7403,SULAWESI TENGGARA,122.6394099,-4.9385832,2016,33.97935174
MUNA BARAT,7413,SULAWESI TENGGARA,122.4919939,-4.8169597,2016,34.30701476
KONAWE,7402,SULAWESI TENGGARA,121.886158,-3.5253956,2017,32.01572735
KOLAKA,7401,SULAWESI TENGGARA,121.5284569,-4.0748143,2017,30.75359157
KONAWE SELATAN,7405,SULAWESI TENGGARA,122.4208107,-4.2626711,2017,34.23267044
BOMBANA,7406,SULAWESI TENGGARA,121.8507507,-4.7977893,2017,33.90906756
WAKATOBI,7407,SULAWESI TENGGARA,123.7952113,-5.5753417,2017,32.60882422
KOLAKA UTARA,7408,SULAWESI TENGGARA,121.1562663,-3.2477187,2017,28.78360806
BUTON UTARA,7410,SULAWESI TENGGARA,123.0159464,-4.701497,2017,31.55936543
KONAWE UTARA,7409,SULAWESI TENGGARA,121.9969778,-3.3852102,2017,30.92587326
KOLAKA TIMUR,7411,SULAWESI TENGGARA,121.6171205,-3.8045881,2017,30.25575468
KONAWE KEPULAUAN,7412,SULAWESI TENGGARA,123.0950545,-4.114416,2017,30.72467781
KOTA KENDARI,7471,SULAWESI TENGGARA,122.5325884,-4.0003929,2017,34.40126419
KOTA BAU BAU,7472,SULAWESI TENGGARA,122.6752717,-5.4299008,2017,32.21271858
BUTON,7404,SULAWESI TENGGARA,122.9230566,-5.3184633,2017,31.44949588
BUTON SELATAN,7415,SULAWESI TENGGARA,122.6708773,-5.6091575,2017,32.41600176
