Kab_Kota,Kode_Kab,provinsi,X,Y,tahun,ndvi
PANDEGLANG,3601,BANTEN,105.7429494,-6.5902254,2020,0.662901877
LEBAK,3602,BANTEN,106.2128345,-6.642101,2020,0.702127636
TANGERANG,3603,BANTEN,106.5186268,-6.1742697,2020,0.439828746
SERANG,3604,BANTEN,106.1486454,-6.1430068,2020,0.548640259
KOTA TANGERANG,3671,BANTEN,106.651798,-6.1828687,2020,0.296298402
KOTA CILEGON,3672,BANTEN,106.0193786,-5.9981776,2020,0.438191585
KOTA SERANG,3673,BANTEN,106.1662923,-6.1234132,2020,0.519345217
KOTA TANGERANG SELATAN,3674,BANTEN,106.7074234,-6.3018127,2020,0.390484044
PANDEGLANG,3601,BANTEN,105.7429494,-6.5902254,2021,0.696347226
LEBAK,3602,BANTEN,106.2128345,-6.642101,2021,0.719360758
TANGERANG,3603,BANTEN,106.5186268,-6.1742697,2021,0.451270402
SERANG,3604,BANTEN,106.1486454,-6.1430068,2021,0.58154408
KOTA TANGERANG,3671,BANTEN,106.651798,-6.1828687,2021,0.303086698
KOTA CILEGON,3672,BANTEN,106.0193786,-5.9981776,2021,0.471958036
KOTA SERANG,3673,BANTEN,106.1662923,-6.1234132,2021,0.542590357
KOTA TANGERANG SELATAN,3674,BANTEN,106.7074234,-6.3018127,2021,0.394134269
PANDEGLANG,3601,BANTEN,105.7429494,-6.5902254,2022,0.672136272
LEBAK,3602,BANTEN,106.2128345,-6.642101,2022,0.72330887
TANGERANG,3603,BANTEN,106.5186268,-6.1742697,2022,0.475266974
SERANG,3604,BANTEN,106.1486454,-6.1430068,2022,0.580599369
KOTA TANGERANG,3671,BANTEN,106.651798,-6.1828687,2022,0.309080586
KOTA CILEGON,3672,BANTEN,106.0193786,-5.9981776,2022,0.448509779
KOTA SERANG,3673,BANTEN,106.1662923,-6.1234132,2022,0.539013468
KOTA TANGERANG SELATAN,3674,BANTEN,106.7074234,-6.3018127,2022,0.405388312
PANDEGLANG,3601,BANTEN,105.7429494,-6.5902254,2023,0.67875564
LEBAK,3602,BANTEN,106.2128345,-6.642101,2023,0.708994444
TANGERANG,3603,BANTEN,106.5186268,-6.1742697,2023,0.43848706
SERANG,3604,BANTEN,106.1486454,-6.1430068,2023,0.569442026
KOTA TANGERANG,3671,BANTEN,106.651798,-6.1828687,2023,0.305582363
KOTA CILEGON,3672,BANTEN,106.0193786,-5.9981776,2023,0.435150962
KOTA SERANG,3673,BANTEN,106.1662923,-6.1234132,2023,0.522105943
KOTA TANGERANG SELATAN,3674,BANTEN,106.7074234,-6.3018127,2023,0.377081627
PANDEGLANG,3601,BANTEN,105.7429494,-6.5902254,2024,0.674611686
LEBAK,3602,BANTEN,106.2128345,-6.642101,2024,0.70787132
TANGERANG,3603,BANTEN,106.5186268,-6.1742697,2024,0.455725336
SERANG,3604,BANTEN,106.1486454,-6.1430068,2024,0.577093109
KOTA TANGERANG,3671,BANTEN,106.651798,-6.1828687,2024,0.304207512
KOTA CILEGON,3672,BANTEN,106.0193786,-5.9981776,2024,0.479748026
KOTA SERANG,3673,BANTEN,106.1662923,-6.1234132,2024,0.530560476
KOTA TANGERANG SELATAN,3674,BANTEN,106.7074234,-6.3018127,2024,0.386875716
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2015,0.803399842
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2015,0.801813593
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2015,0.714382453
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2015,0.805699587
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2015,0.786501827
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2015,0.821481537
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2015,0.765832167
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2015,0.767920453
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2015,0.815941155
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2015,0.650621788
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2016,0.78798233
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2016,0.796544955
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2016,0.678549764
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2016,0.799206478
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2016,0.752687508
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2016,0.820639131
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2016,0.731971227
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2016,0.724544845
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2016,0.783614078
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2016,0.636506803
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2017,0.776669132
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2017,0.774671414
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2017,0.676328668
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2017,0.772372609
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2017,0.749971463
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2017,0.80811742
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2017,0.711556473
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2017,0.742143299
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2017,0.800460861
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2017,0.640600606
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2018,0.76074501
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2018,0.7661547
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2018,0.692913618
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2018,0.765622169
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2018,0.772152891
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2018,0.784420125
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2018,0.725658225
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2018,0.749573746
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2018,0.777412266
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2018,0.606817021
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2019,0.779109413
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2019,0.765916428
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2019,0.716982608
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2019,0.784228948
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2019,0.786429624
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2019,0.79383846
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2019,0.765737809
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2019,0.772830277
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2019,0.806061255
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2019,0.620894667
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2020,0.790831552
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2020,0.798247324
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2020,0.674367092
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2020,0.808906657
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2020,0.761878887
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2020,0.827456284
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2020,0.757884239
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2020,0.775074025
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2020,0.815446214
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2020,0.642992413
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2021,0.788591493
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2021,0.787530981
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2021,0.676371818
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2021,0.785377299
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2021,0.792985424
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2021,0.815547823
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2021,0.737683547
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2021,0.749738597
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2021,0.799571618
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2021,0.622700515
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2022,0.756983636
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2022,0.755005759
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2022,0.662476083
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2022,0.758441622
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2022,0.746227936
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2022,0.776653533
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2022,0.71528544
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2022,0.735134582
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2022,0.774794512
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2022,0.590510088
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2023,0.76092554
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2023,0.77019191
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2023,0.691689386
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2023,0.750490886
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2023,0.757249516
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2023,0.785149138
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2023,0.738189473
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2023,0.744810863
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2023,0.775321512
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2023,0.5944517
SELUMA,1705,BENGKULU,102.6578196,-4.0523124,2024,0.796731277
BENGKULU SELATAN,1701,BENGKULU,103.0237295,-4.3486629,2024,0.782447043
REJANG LEBONG,1702,BENGKULU,102.6988938,-3.43079,2024,0.726348194
BENGKULU UTARA,1703,BENGKULU,102.0052302,-3.3320255,2024,0.791086508
KAUR,1704,BENGKULU,103.4075042,-4.6071968,2024,0.766201463
MUKOMUKO,1706,BENGKULU,101.485596,-2.7013946,2024,0.794365188
LEBONG,1707,BENGKULU,102.2491447,-3.0903463,2024,0.744072164
KEPAHIANG,1708,BENGKULU,102.6416885,-3.6282308,2024,0.776335416
BENGKULU TENGAH,1709,BENGKULU,102.4116695,-3.6875474,2024,0.808933251
KOTA BENGKULU,1771,BENGKULU,102.3126912,-3.8276981,2024,0.608441518
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2015,0.689532485
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2015,0.632595417
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2015,0.641186492
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2015,0.633452096
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2015,0.366879081
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2016,0.714779638
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2016,0.674123525
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2016,0.712122275
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2016,0.652994838
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2016,0.37372126
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2017,0.671809508
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2017,0.626693866
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2017,0.660060131
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2017,0.627887007
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2017,0.355752546
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2018,0.649443566
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2018,0.607002938
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2018,0.610717663
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2018,0.609823135
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2018,0.337361359
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2019,0.669765284
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2019,0.615192399
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2019,0.613832471
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2019,0.618660695
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2019,0.3387328
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2020,0.688144482
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2020,0.643159272
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2020,0.690471009
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2020,0.639116215
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2020,0.353516323
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2021,0.667587777
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2021,0.632932619
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2021,0.697266818
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2021,0.623008885
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2021,0.338212433
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2022,0.665426382
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2022,0.621301149
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2022,0.687555114
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2022,0.604768325
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2022,0.323141653
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2023,0.667977513
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2023,0.598226448
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2023,0.622470256
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2023,0.600433917
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2023,0.33035641
KULON PROGO,3401,DAERAH ISTIMEWA YOGYAKARTA,110.1670787,-7.8184811,2024,0.681170148
BANTUL,3402,DAERAH ISTIMEWA YOGYAKARTA,110.3543974,-7.901871,2024,0.614812301
GUNUNGKIDUL,3403,DAERAH ISTIMEWA YOGYAKARTA,110.6125422,-7.9943608,2024,0.640450689
SLEMAN,3404,DAERAH ISTIMEWA YOGYAKARTA,110.3834374,-7.7158167,2024,0.623258315
KOTA YOGYAKARTA,3471,DAERAH ISTIMEWA YOGYAKARTA,110.3744162,-7.8033484,2024,0.327263052
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2015,NA
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2015,0.330652239
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2015,0.314251131
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2015,0.228587886
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2015,0.240642508
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2015,0.250488839
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2016,NA
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2016,0.286846563
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2016,0.282401907
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2016,0.167613626
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2016,0.204372147
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2016,0.220416014
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2017,NA
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2017,0.335063151
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2017,0.333468849
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2017,0.225615608
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2017,0.248544471
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2017,0.250137418
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2018,NA
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2018,0.329356749
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2018,0.314208591
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2018,0.223911672
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2018,0.24330934
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2018,0.251393395
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2019,NA
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2019,0.321565206
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2019,0.303654772
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2019,0.224865224
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2019,0.232325354
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2019,0.248480009
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2020,NA
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2020,0.311622956
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2020,0.292817791
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2020,0.213623827
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2020,0.230491989
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2020,0.234857464
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2021,NA
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2021,0.311892991
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2021,0.297947172
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2021,0.200637794
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2021,0.229228169
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2021,0.237235186
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2022,NA
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2022,0.320922703
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2022,0.295452766
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2022,0.219433572
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2022,0.221213464
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2022,0.241262449
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2023,NA
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2023,0.309280329
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2023,0.295865589
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2023,0.223275671
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2023,0.233296066
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2023,0.250558989
KEPULAUAN SERIBU,3101,DKI JAKARTA,106.5793528,-5.7001554,2024,NA
JAKARTA SELATAN,3174,DKI JAKARTA,106.8099974,-6.2725491,2024,0.317483782
JAKARTA TIMUR,3175,DKI JAKARTA,106.9002686,-6.2553731,2024,0.307541471
JAKARTA PUSAT,3171,DKI JAKARTA,106.8350761,-6.1812306,2024,0.220761759
JAKARTA BARAT,3173,DKI JAKARTA,106.7483266,-6.1654695,2024,0.225896792
JAKARTA UTARA,3172,DKI JAKARTA,106.8694624,-6.1291845,2024,0.234143295
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2015,0.719233739
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2015,0.702020447
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2015,0.766218019
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2015,0.804003021
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2015,0.718068011
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2015,0.569391968
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2016,0.726417798
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2016,0.706915271
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2016,0.772888893
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2016,0.80872284
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2016,0.741313953
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2016,0.597098276
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2017,0.728445721
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2017,0.722780831
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2017,0.76034189
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2017,0.770003536
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2017,0.742848657
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2017,0.589469858
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2018,0.720580514
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2018,0.718558133
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2018,0.776397762
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2018,0.808559204
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2018,0.750735403
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2018,0.588464609
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2019,0.704608029
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2019,0.693207792
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2019,0.776453103
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2019,0.806918474
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2019,0.739982344
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2019,0.555284118
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2020,0.704839242
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2020,0.7084735
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2020,0.751492105
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2020,0.782975302
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2020,0.739066886
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2020,0.595890974
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2021,0.716196499
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2021,0.714837529
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2021,0.753104588
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2021,0.791485648
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2021,0.719476236
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2021,0.584641413
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2022,0.721104539
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2022,0.713805308
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2022,0.751193012
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2022,0.774561658
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2022,0.723321075
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2022,0.577983733
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2023,0.717586966
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2023,0.702602526
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2023,0.768834306
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2023,0.803183243
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2023,0.756749804
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2023,0.571871976
BOALEMO,7502,GORONTALO,122.3258325,0.6557316,2024,0.705010783
GORONTALO,7501,GORONTALO,122.7100879,0.693815,2024,0.700801245
PAHUWATO,7504,GORONTALO,121.7111104,0.6880109,2024,0.770012475
BONE BOLANGO,7503,GORONTALO,123.2908745,0.5331609,2024,0.78348742
GORONTALO UTARA,7505,GORONTALO,122.6614365,0.8859218,2024,0.757300001
KOTA GORONTALO,7571,GORONTALO,123.0568963,0.5397621,2024,0.5889994
KERINCI,1501,JAMBI,101.4694237,-2.0369073,2015,0.703525482
MERANGIN,1502,JAMBI,102.064419,-2.1962011,2015,0.667644199
SAROLANGUN,1503,JAMBI,102.6645665,-2.3091128,2015,0.653349123
BATANGHARI,1504,JAMBI,103.0960688,-1.7497406,2015,0.618888225
MUARO JAMBI,1505,JAMBI,103.7451746,-1.6091891,2015,0.585737203
