Kab_Kota,Kode_Kab,provinsi,X,Y,tahun,ndvi
TIMOR TENGAH SELATAN,5302,NUSA TENGGARA TIMUR,124.3967614,-9.8279507,2015,0.624233598
TIMOR TENGAH UTARA,5303,NUSA TENGGARA TIMUR,124.569663,-9.3773347,2015,0.626927292
BELU,5304,NUSA TENGGARA TIMUR,124.9684444,-9.1538498,2016,0.662938711
ALOR,5305,NUSA TENGGARA TIMUR,124.5687694,-8.3036854,2016,0.714590813
LEMBATA,5313,NUSA TENGGARA TIMUR,123.5423442,-8.3802807,2016,0.693583941
FLORES TIMUR,5306,NUSA TENGGARA TIMUR,122.9444228,-8.3650943,2016,0.751562155
SIKKA,5307,NUSA TENGGARA TIMUR,122.3037219,-8.6086623,2016,0.761955126
ENDE,5308,NUSA TENGGARA TIMUR,121.7341316,-8.6772393,2016,0.781398329
NGADA,5309,NUSA TENGGARA TIMUR,121.0011819,-8.667527,2016,0.761931477
MANGGARAI,5310,NUSA TENGGARA TIMUR,120.4015222,-8.5693611,2016,0.788079269
ROTE NDAO,5314,NUSA TENGGARA TIMUR,123.1243576,-10.7260353,2016,0.62628698
MANGGARAI BARAT,5315,NUSA TENGGARA TIMUR,119.988922,-8.6025435,2016,0.756831242
SUMBA TENGAH,5317,NUSA TENGGARA TIMUR,119.6656226,-9.5477131,2016,0.687645047
SUMBA BARAT DAYA,5318,NUSA TENGGARA TIMUR,119.1800364,-9.5342432,2016,0.739166968
NAGEKEO,5316,NUSA TENGGARA TIMUR,121.2730115,-8.6887088,2016,0.71571386
MANGGARAI TIMUR,5319,NUSA TENGGARA TIMUR,120.6905963,-8.5716422,2016,0.801544473
SABU RAIJUA,5320,NUSA TENGGARA TIMUR,121.8443543,-10.5357434,2016,0.521551206
MALAKA,5321,NUSA TENGGARA TIMUR,124.8893346,-9.5217569,2016,0.68807494
KOTA KUPANG,5371,NUSA TENGGARA TIMUR,123.6071843,-10.2042973,2016,0.560863313
SUMBA BARAT,5312,NUSA TENGGARA TIMUR,119.3797139,-9.6421808,2016,0.757032933
SUMBA TIMUR,5311,NUSA TENGGARA TIMUR,120.254968,-9.877298,2016,0.650566991
KUPANG,5301,NUSA TENGGARA TIMUR,123.8599567,-9.9182136,2016,0.702604214
TIMOR TENGAH SELATAN,5302,NUSA TENGGARA TIMUR,124.3967614,-9.8279507,2016,0.674335782
TIMOR TENGAH UTARA,5303,NUSA TENGGARA TIMUR,124.569663,-9.3773347,2016,0.666873183
BELU,5304,NUSA TENGGARA TIMUR,124.9684444,-9.1538498,2017,0.615250578
ALOR,5305,NUSA TENGGARA TIMUR,124.5687694,-8.3036854,2017,0.688204724
LEMBATA,5313,NUSA TENGGARA TIMUR,123.5423442,-8.3802807,2017,0.662677281
FLORES TIMUR,5306,NUSA TENGGARA TIMUR,122.9444228,-8.3650943,2017,0.715068447
SIKKA,5307,NUSA TENGGARA TIMUR,122.3037219,-8.6086623,2017,0.705850808
ENDE,5308,NUSA TENGGARA TIMUR,121.7341316,-8.6772393,2017,0.733829773
NGADA,5309,NUSA TENGGARA TIMUR,121.0011819,-8.667527,2017,0.731659001
MANGGARAI,5310,NUSA TENGGARA TIMUR,120.4015222,-8.5693611,2017,0.75230759
ROTE NDAO,5314,NUSA TENGGARA TIMUR,123.1243576,-10.7260353,2017,0.592499522
MANGGARAI BARAT,5315,NUSA TENGGARA TIMUR,119.988922,-8.6025435,2017,0.717417326
SUMBA TENGAH,5317,NUSA TENGGARA TIMUR,119.6656226,-9.5477131,2017,0.653315832
SUMBA BARAT DAYA,5318,NUSA TENGGARA TIMUR,119.1800364,-9.5342432,2017,0.719488764
NAGEKEO,5316,NUSA TENGGARA TIMUR,121.2730115,-8.6887088,2017,0.687728775
MANGGARAI TIMUR,5319,NUSA TENGGARA TIMUR,120.6905963,-8.5716422,2017,0.770821449
SABU RAIJUA,5320,NUSA TENGGARA TIMUR,121.8443543,-10.5357434,2017,0.509936412
MALAKA,5321,NUSA TENGGARA TIMUR,124.8893346,-9.5217569,2017,0.667718679
KOTA KUPANG,5371,NUSA TENGGARA TIMUR,123.6071843,-10.2042973,2017,0.53680687
SUMBA BARAT,5312,NUSA TENGGARA TIMUR,119.3797139,-9.6421808,2017,0.721430875
SUMBA TIMUR,5311,NUSA TENGGARA TIMUR,120.254968,-9.877298,2017,0.615991623
KUPANG,5301,NUSA TENGGARA TIMUR,123.8599567,-9.9182136,2017,0.668033901
TIMOR TENGAH SELATAN,5302,NUSA TENGGARA TIMUR,124.3967614,-9.8279507,2017,0.642087743
TIMOR TENGAH UTARA,5303,NUSA TENGGARA TIMUR,124.569663,-9.3773347,2017,0.635803946
BELU,5304,NUSA TENGGARA TIMUR,124.9684444,-9.1538498,2018,0.571016109
ALOR,5305,NUSA TENGGARA TIMUR,124.5687694,-8.3036854,2018,0.658768714
LEMBATA,5313,NUSA TENGGARA TIMUR,123.5423442,-8.3802807,2018,0.629066359
FLORES TIMUR,5306,NUSA TENGGARA TIMUR,122.9444228,-8.3650943,2018,0.695353488
SIKKA,5307,NUSA TENGGARA TIMUR,122.3037219,-8.6086623,2018,0.690571435
ENDE,5308,NUSA TENGGARA TIMUR,121.7341316,-8.6772393,2018,0.728495904
NGADA,5309,NUSA TENGGARA TIMUR,121.0011819,-8.667527,2018,0.696686111
MANGGARAI,5310,NUSA TENGGARA TIMUR,120.4015222,-8.5693611,2018,0.74431857
ROTE NDAO,5314,NUSA TENGGARA TIMUR,123.1243576,-10.7260353,2018,0.584076642
MANGGARAI BARAT,5315,NUSA TENGGARA TIMUR,119.988922,-8.6025435,2018,0.695683026
SUMBA TENGAH,5317,NUSA TENGGARA TIMUR,119.6656226,-9.5477131,2018,0.630182232
SUMBA BARAT DAYA,5318,NUSA TENGGARA TIMUR,119.1800364,-9.5342432,2018,0.661416314
NAGEKEO,5316,NUSA TENGGARA TIMUR,121.2730115,-8.6887088,2018,0.652832041
MANGGARAI TIMUR,5319,NUSA TENGGARA TIMUR,120.6905963,-8.5716422,2018,0.736579064
SABU RAIJUA,5320,NUSA TENGGARA TIMUR,121.8443543,-10.5357434,2018,0.491162536
MALAKA,5321,NUSA TENGGARA TIMUR,124.8893346,-9.5217569,2018,0.628252209
KOTA KUPANG,5371,NUSA TENGGARA TIMUR,123.6071843,-10.2042973,2018,0.495732601
SUMBA BARAT,5312,NUSA TENGGARA TIMUR,119.3797139,-9.6421808,2018,0.682170533
SUMBA TIMUR,5311,NUSA TENGGARA TIMUR,120.254968,-9.877298,2018,0.609279773
KUPANG,5301,NUSA TENGGARA TIMUR,123.8599567,-9.9182136,2018,0.639212167
TIMOR TENGAH SELATAN,5302,NUSA TENGGARA TIMUR,124.3967614,-9.8279507,2018,0.622833044
TIMOR TENGAH UTARA,5303,NUSA TENGGARA TIMUR,124.569663,-9.3773347,2018,0.611696083
BELU,5304,NUSA TENGGARA TIMUR,124.9684444,-9.1538498,2019,0.574533628
ALOR,5305,NUSA TENGGARA TIMUR,124.5687694,-8.3036854,2019,0.665543685
LEMBATA,5313,NUSA TENGGARA TIMUR,123.5423442,-8.3802807,2019,0.636628968
FLORES TIMUR,5306,NUSA TENGGARA TIMUR,122.9444228,-8.3650943,2019,0.696118412
SIKKA,5307,NUSA TENGGARA TIMUR,122.3037219,-8.6086623,2019,0.707455887
ENDE,5308,NUSA TENGGARA TIMUR,121.7341316,-8.6772393,2019,0.743940645
NGADA,5309,NUSA TENGGARA TIMUR,121.0011819,-8.667527,2019,0.706789712
MANGGARAI,5310,NUSA TENGGARA TIMUR,120.4015222,-8.5693611,2019,0.731668886
ROTE NDAO,5314,NUSA TENGGARA TIMUR,123.1243576,-10.7260353,2019,0.596395769
MANGGARAI BARAT,5315,NUSA TENGGARA TIMUR,119.988922,-8.6025435,2019,0.704811212
SUMBA TENGAH,5317,NUSA TENGGARA TIMUR,119.6656226,-9.5477131,2019,0.622319099
SUMBA BARAT DAYA,5318,NUSA TENGGARA TIMUR,119.1800364,-9.5342432,2019,0.661136976
NAGEKEO,5316,NUSA TENGGARA TIMUR,121.2730115,-8.6887088,2019,0.659523519
MANGGARAI TIMUR,5319,NUSA TENGGARA TIMUR,120.6905963,-8.5716422,2019,0.758774458
SABU RAIJUA,5320,NUSA TENGGARA TIMUR,121.8443543,-10.5357434,2019,0.498861183
MALAKA,5321,NUSA TENGGARA TIMUR,124.8893346,-9.5217569,2019,0.637288184
KOTA KUPANG,5371,NUSA TENGGARA TIMUR,123.6071843,-10.2042973,2019,0.503443251
SUMBA BARAT,5312,NUSA TENGGARA TIMUR,119.3797139,-9.6421808,2019,0.66397625
SUMBA TIMUR,5311,NUSA TENGGARA TIMUR,120.254968,-9.877298,2019,0.606854702
KUPANG,5301,NUSA TENGGARA TIMUR,123.8599567,-9.9182136,2019,0.644512658
TIMOR TENGAH SELATAN,5302,NUSA TENGGARA TIMUR,124.3967614,-9.8279507,2019,0.619006617
TIMOR TENGAH UTARA,5303,NUSA TENGGARA TIMUR,124.569663,-9.3773347,2019,0.609312754
BELU,5304,NUSA TENGGARA TIMUR,124.9684444,-9.1538498,2020,0.591880489
ALOR,5305,NUSA TENGGARA TIMUR,124.5687694,-8.3036854,2020,0.690978387
LEMBATA,5313,NUSA TENGGARA TIMUR,123.5423442,-8.3802807,2020,0.666079633
FLORES TIMUR,5306,NUSA TENGGARA TIMUR,122.9444228,-8.3650943,2020,0.74325852
SIKKA,5307,NUSA TENGGARA TIMUR,122.3037219,-8.6086623,2020,0.747389456
ENDE,5308,NUSA TENGGARA TIMUR,121.7341316,-8.6772393,2020,0.774091418
NGADA,5309,NUSA TENGGARA TIMUR,121.0011819,-8.667527,2020,0.757021547
MANGGARAI,5310,NUSA TENGGARA TIMUR,120.4015222,-8.5693611,2020,0.771598933
ROTE NDAO,5314,NUSA TENGGARA TIMUR,123.1243576,-10.7260353,2020,0.610750193
MANGGARAI BARAT,5315,NUSA TENGGARA TIMUR,119.988922,-8.6025435,2020,0.737328369
SUMBA TENGAH,5317,NUSA TENGGARA TIMUR,119.6656226,-9.5477131,2020,0.662965397
SUMBA BARAT DAYA,5318,NUSA TENGGARA TIMUR,119.1800364,-9.5342432,2020,0.717296519
NAGEKEO,5316,NUSA TENGGARA TIMUR,121.2730115,-8.6887088,2020,0.70537315
MANGGARAI TIMUR,5319,NUSA TENGGARA TIMUR,120.6905963,-8.5716422,2020,0.787587216
SABU RAIJUA,5320,NUSA TENGGARA TIMUR,121.8443543,-10.5357434,2020,0.496338787
MALAKA,5321,NUSA TENGGARA TIMUR,124.8893346,-9.5217569,2020,0.653939391
KOTA KUPANG,5371,NUSA TENGGARA TIMUR,123.6071843,-10.2042973,2020,0.51179019
SUMBA BARAT,5312,NUSA TENGGARA TIMUR,119.3797139,-9.6421808,2020,0.720516272
SUMBA TIMUR,5311,NUSA TENGGARA TIMUR,120.254968,-9.877298,2020,0.633642429
KUPANG,5301,NUSA TENGGARA TIMUR,123.8599567,-9.9182136,2020,0.654167865
TIMOR TENGAH SELATAN,5302,NUSA TENGGARA TIMUR,124.3967614,-9.8279507,2020,0.654830819
TIMOR TENGAH UTARA,5303,NUSA TENGGARA TIMUR,124.569663,-9.3773347,2020,0.620802138
BELU,5304,NUSA TENGGARA TIMUR,124.9684444,-9.1538498,2021,0.612970626
ALOR,5305,NUSA TENGGARA TIMUR,124.5687694,-8.3036854,2021,0.684677167
LEMBATA,5313,NUSA TENGGARA TIMUR,123.5423442,-8.3802807,2021,0.680800943
FLORES TIMUR,5306,NUSA TENGGARA TIMUR,122.9444228,-8.3650943,2021,0.722955701
SIKKA,5307,NUSA TENGGARA TIMUR,122.3037219,-8.6086623,2021,0.72746675
ENDE,5308,NUSA TENGGARA TIMUR,121.7341316,-8.6772393,2021,0.766696416
NGADA,5309,NUSA TENGGARA TIMUR,121.0011819,-8.667527,2021,0.726176517
MANGGARAI,5310,NUSA TENGGARA TIMUR,120.4015222,-8.5693611,2021,0.763741487
ROTE NDAO,5314,NUSA TENGGARA TIMUR,123.1243576,-10.7260353,2021,0.612697406
MANGGARAI BARAT,5315,NUSA TENGGARA TIMUR,119.988922,-8.6025435,2021,0.744373375
SUMBA TENGAH,5317,NUSA TENGGARA TIMUR,119.6656226,-9.5477131,2021,0.650113457
SUMBA BARAT DAYA,5318,NUSA TENGGARA TIMUR,119.1800364,-9.5342432,2021,0.671350746
NAGEKEO,5316,NUSA TENGGARA TIMUR,121.2730115,-8.6887088,2021,0.700214757
MANGGARAI TIMUR,5319,NUSA TENGGARA TIMUR,120.6905963,-8.5716422,2021,0.771693187
SABU RAIJUA,5320,NUSA TENGGARA TIMUR,121.8443543,-10.5357434,2021,0.531483346
MALAKA,5321,NUSA TENGGARA TIMUR,124.8893346,-9.5217569,2021,0.684010907
KOTA KUPANG,5371,NUSA TENGGARA TIMUR,123.6071843,-10.2042973,2021,0.483922017
SUMBA BARAT,5312,NUSA TENGGARA TIMUR,119.3797139,-9.6421808,2021,0.691343093
SUMBA TIMUR,5311,NUSA TENGGARA TIMUR,120.254968,-9.877298,2021,0.623218425
KUPANG,5301,NUSA TENGGARA TIMUR,123.8599567,-9.9182136,2021,0.659171599
TIMOR TENGAH SELATAN,5302,NUSA TENGGARA TIMUR,124.3967614,-9.8279507,2021,0.672478046
TIMOR TENGAH UTARA,5303,NUSA TENGGARA TIMUR,124.569663,-9.3773347,2021,0.65397175
BELU,5304,NUSA TENGGARA TIMUR,124.9684444,-9.1538498,2022,0.645997885
ALOR,5305,NUSA TENGGARA TIMUR,124.5687694,-8.3036854,2022,0.715593029
LEMBATA,5313,NUSA TENGGARA TIMUR,123.5423442,-8.3802807,2022,0.715533003
FLORES TIMUR,5306,NUSA TENGGARA TIMUR,122.9444228,-8.3650943,2022,0.741531896
SIKKA,5307,NUSA TENGGARA TIMUR,122.3037219,-8.6086623,2022,0.748505827
ENDE,5308,NUSA TENGGARA TIMUR,121.7341316,-8.6772393,2022,0.77361455
NGADA,5309,NUSA TENGGARA TIMUR,121.0011819,-8.667527,2022,0.748751996
MANGGARAI,5310,NUSA TENGGARA TIMUR,120.4015222,-8.5693611,2022,0.784433738
ROTE NDAO,5314,NUSA TENGGARA TIMUR,123.1243576,-10.7260353,2022,0.666690362
MANGGARAI BARAT,5315,NUSA TENGGARA TIMUR,119.988922,-8.6025435,2022,0.760492064
SUMBA TENGAH,5317,NUSA TENGGARA TIMUR,119.6656226,-9.5477131,2022,0.683393198
SUMBA BARAT DAYA,5318,NUSA TENGGARA TIMUR,119.1800364,-9.5342432,2022,0.730653511
NAGEKEO,5316,NUSA TENGGARA TIMUR,121.2730115,-8.6887088,2022,0.700160588
MANGGARAI TIMUR,5319,NUSA TENGGARA TIMUR,120.6905963,-8.5716422,2022,0.791055563
SABU RAIJUA,5320,NUSA TENGGARA TIMUR,121.8443543,-10.5357434,2022,0.55744411
MALAKA,5321,NUSA TENGGARA TIMUR,124.8893346,-9.5217569,2022,0.696206962
KOTA KUPANG,5371,NUSA TENGGARA TIMUR,123.6071843,-10.2042973,2022,0.519791757
SUMBA BARAT,5312,NUSA TENGGARA TIMUR,119.3797139,-9.6421808,2022,0.730854709
SUMBA TIMUR,5311,NUSA TENGGARA TIMUR,120.254968,-9.877298,2022,0.655616612
KUPANG,5301,NUSA TENGGARA TIMUR,123.8599567,-9.9182136,2022,0.702662107
TIMOR TENGAH SELATAN,5302,NUSA TENGGARA TIMUR,124.3967614,-9.8279507,2022,0.700552208
TIMOR TENGAH UTARA,5303,NUSA TENGGARA TIMUR,124.569663,-9.3773347,2022,0.677863309
BELU,5304,NUSA TENGGARA TIMUR,124.9684444,-9.1538498,2023,0.605267634
ALOR,5305,NUSA TENGGARA TIMUR,124.5687694,-8.3036854,2023,0.688211464
LEMBATA,5313,NUSA TENGGARA TIMUR,123.5423442,-8.3802807,2023,0.663334262
FLORES TIMUR,5306,NUSA TENGGARA TIMUR,122.9444228,-8.3650943,2023,0.720003657
SIKKA,5307,NUSA TENGGARA TIMUR,122.3037219,-8.6086623,2023,0.731385204
ENDE,5308,NUSA TENGGARA TIMUR,121.7341316,-8.6772393,2023,0.747125949
NGADA,5309,NUSA TENGGARA TIMUR,121.0011819,-8.667527,2023,0.728567346
MANGGARAI,5310,NUSA TENGGARA TIMUR,120.4015222,-8.5693611,2023,0.747869159
ROTE NDAO,5314,NUSA TENGGARA TIMUR,123.1243576,-10.7260353,2023,0.620737382
MANGGARAI BARAT,5315,NUSA TENGGARA TIMUR,119.988922,-8.6025435,2023,0.715935645
SUMBA TENGAH,5317,NUSA TENGGARA TIMUR,119.6656226,-9.5477131,2023,0.624817645
SUMBA BARAT DAYA,5318,NUSA TENGGARA TIMUR,119.1800364,-9.5342432,2023,0.670777948
NAGEKEO,5316,NUSA TENGGARA TIMUR,121.2730115,-8.6887088,2023,0.676682741
MANGGARAI TIMUR,5319,NUSA TENGGARA TIMUR,120.6905963,-8.5716422,2023,0.761646449
SABU RAIJUA,5320,NUSA TENGGARA TIMUR,121.8443543,-10.5357434,2023,0.544610928
MALAKA,5321,NUSA TENGGARA TIMUR,124.8893346,-9.5217569,2023,0.676878833
KOTA KUPANG,5371,NUSA TENGGARA TIMUR,123.6071843,-10.2042973,2023,0.517563575
SUMBA BARAT,5312,NUSA TENGGARA TIMUR,119.3797139,-9.6421808,2023,0.672968117
SUMBA TIMUR,5311,NUSA TENGGARA TIMUR,120.254968,-9.877298,2023,0.630181172
KUPANG,5301,NUSA TENGGARA TIMUR,123.8599567,-9.9182136,2023,0.666682224
TIMOR TENGAH SELATAN,5302,NUSA TENGGARA TIMUR,124.3967614,-9.8279507,2023,0.676405757
TIMOR TENGAH UTARA,5303,NUSA TENGGARA TIMUR,124.569663,-9.3773347,2023,0.646443774
BELU,5304,NUSA TENGGARA TIMUR,124.9684444,-9.1538498,2024,0.644696968
ALOR,5305,NUSA TENGGARA TIMUR,124.5687694,-8.3036854,2024,0.713856605
LEMBATA,5313,NUSA TENGGARA TIMUR,123.5423442,-8.3802807,2024,0.691904327
FLORES TIMUR,5306,NUSA TENGGARA TIMUR,122.9444228,-8.3650943,2024,0.704153778
SIKKA,5307,NUSA TENGGARA TIMUR,122.3037219,-8.6086623,2024,0.72100476
ENDE,5308,NUSA TENGGARA TIMUR,121.7341316,-8.6772393,2024,0.755425081
NGADA,5309,NUSA TENGGARA TIMUR,121.0011819,-8.667527,2024,0.739086986
MANGGARAI,5310,NUSA TENGGARA TIMUR,120.4015222,-8.5693611,2024,0.770479512
ROTE NDAO,5314,NUSA TENGGARA TIMUR,123.1243576,-10.7260353,2024,0.630741288
MANGGARAI BARAT,5315,NUSA TENGGARA TIMUR,119.988922,-8.6025435,2024,0.723434493
SUMBA TENGAH,5317,NUSA TENGGARA TIMUR,119.6656226,-9.5477131,2024,0.664531621
SUMBA BARAT DAYA,5318,NUSA TENGGARA TIMUR,119.1800364,-9.5342432,2024,0.684881226
NAGEKEO,5316,NUSA TENGGARA TIMUR,121.2730115,-8.6887088,2024,0.688765252
MANGGARAI TIMUR,5319,NUSA TENGGARA TIMUR,120.6905963,-8.5716422,2024,0.785151629
SABU RAIJUA,5320,NUSA TENGGARA TIMUR,121.8443543,-10.5357434,2024,0.517007433
MALAKA,5321,NUSA TENGGARA TIMUR,124.8893346,-9.5217569,2024,0.696332817
KOTA KUPANG,5371,NUSA TENGGARA TIMUR,123.6071843,-10.2042973,2024,0.525108641
SUMBA BARAT,5312,NUSA TENGGARA TIMUR,119.3797139,-9.6421808,2024,0.708506607
SUMBA TIMUR,5311,NUSA TENGGARA TIMUR,120.254968,-9.877298,2024,0.646394276
KUPANG,5301,NUSA TENGGARA TIMUR,123.8599567,-9.9182136,2024,0.694221121
TIMOR TENGAH SELATAN,5302,NUSA TENGGARA TIMUR,124.3967614,-9.8279507,2024,0.695794348
TIMOR TENGAH UTARA,5303,NUSA TENGGARA TIMUR,124.569663,-9.3773347,2024,0.675426736
JAYAWIJAYA,9102,PAPUA,138.8693382,-4.0882562,2015,0.67479616
JAYAPURA,9103,PAPUA,139.9758237,-2.978903,2015,0.738886696
NABIRE,9104,PAPUA,135.5843248,-3.3765549,2015,0.793912743
KEPULAUAN YAPEN,9105,PAPUA,136.1741346,-1.7456982,2015,0.675911657
BIAK NUMFOR,9106,PAPUA,135.8443168,-1.0039942,2015,0.747109738
PANIAI,9108,PAPUA,136.4928412,-3.8051995,2015,0.709577362
PUNCAK JAYA,9107,PAPUA,137.8437573,-3.4602156,2015,0.697563168
MIMIKA,9109,PAPUA,136.693886,-4.5004961,2015,0.660545851
NDUGA,9124,PAPUA,138.2404728,-4.4273931,2015,0.622152339
LANNY JAYA,9123,PAPUA,138.2709825,-3.9856669,2015,0.663184058
MAMBERAMO TENGAH,9121,PAPUA,139.0276647,-3.6086342,2015,0.688648726
YALIMO,9122,PAPUA,139.4585922,-3.813879,2015,0.670696808
MERAUKE,9101,PAPUA,139.7043407,-7.840149,2015,0.670920072
BOVEN DIGOEL,9116,PAPUA,140.3664515,-5.9870011,2015,0.700395229
MAPPI,9117,PAPUA,139.3990145,-6.4958057,2015,0.672936326
ASMAT,9118,PAPUA,138.560351,-5.3690801,2015,0.652341809
YAHUKIMO,9113,PAPUA,139.603251,-4.4892066,2015,0.613549356
PEGUNUNGAN BINTANG,9112,PAPUA,140.5326946,-4.5174982,2015,0.670910763
TOLIKARA,9114,PAPUA,138.4085867,-3.483928,2015,0.666974566
SARMI,9110,PAPUA,139.0031674,-2.4718783,2015,0.778193482
KEEROM,9111,PAPUA,140.6832602,-3.3321295,2015,0.716010789
WAROPEN,9115,PAPUA,136.7281853,-2.7469682,2015,0.791024309
SUPIORI,9119,PAPUA,135.564655,-0.7320935,2015,0.697357905
MAMBERAMO RAYA,9120,PAPUA,137.969067,-2.4896222,2015,0.760748815
PUNCAK,9125,PAPUA,137.4000323,-3.6195413,2015,0.715907588
DOGIYAI,9126,PAPUA,135.6675994,-4.0168554,2015,0.712197167
INTAN JAYA,9127,PAPUA,136.7448079,-3.5363868,2015,0.740667111
DEIYAI,9128,PAPUA,136.3846155,-4.1402897,2015,0.624999026
KOTA JAYAPURA,9171,PAPUA,140.8088972,-2.659352,2015,0.745268521
JAYAWIJAYA,9102,PAPUA,138.8693382,-4.0882562,2016,0.626507711
JAYAPURA,9103,PAPUA,139.9758237,-2.978903,2016,0.710467614
NABIRE,9104,PAPUA,135.5843248,-3.3765549,2016,0.769406413
KEPULAUAN YAPEN,9105,PAPUA,136.1741346,-1.7456982,2016,0.690084226
BIAK NUMFOR,9106,PAPUA,135.8443168,-1.0039942,2016,0.712052453
PANIAI,9108,PAPUA,136.4928412,-3.8051995,2016,0.64792768
PUNCAK JAYA,9107,PAPUA,137.8437573,-3.4602156,2016,0.65941447
MIMIKA,9109,PAPUA,136.693886,-4.5004961,2016,0.716577381
NDUGA,9124,PAPUA,138.2404728,-4.4273931,2016,0.658178357
LANNY JAYA,9123,PAPUA,138.2709825,-3.9856669,2016,0.612147184
MAMBERAMO TENGAH,9121,PAPUA,139.0276647,-3.6086342,2016,0.634806247
YALIMO,9122,PAPUA,139.4585922,-3.813879,2016,0.647468738
MERAUKE,9101,PAPUA,139.7043407,-7.840149,2016,0.647178898
BOVEN DIGOEL,9116,PAPUA,140.3664515,-5.9870011,2016,0.667744965
MAPPI,9117,PAPUA,139.3990145,-6.4958057,2016,0.647928204
ASMAT,9118,PAPUA,138.560351,-5.3690801,2016,0.667909251
YAHUKIMO,9113,PAPUA,139.603251,-4.4892066,2016,0.619054209
PEGUNUNGAN BINTANG,9112,PAPUA,140.5326946,-4.5174982,2016,0.660302844
TOLIKARA,9114,PAPUA,138.4085867,-3.483928,2016,0.621470434
SARMI,9110,PAPUA,139.0031674,-2.4718783,2016,0.745044752
KEEROM,9111,PAPUA,140.6832602,-3.3321295,2016,0.700541573
WAROPEN,9115,PAPUA,136.7281853,-2.7469682,2016,0.763935226
SUPIORI,9119,PAPUA,135.564655,-0.7320935,2016,0.665384487
MAMBERAMO RAYA,9120,PAPUA,137.969067,-2.4896222,2016,0.723988055
PUNCAK,9125,PAPUA,137.4000323,-3.6195413,2016,0.674261787
DOGIYAI,9126,PAPUA,135.6675994,-4.0168554,2016,0.701272977
INTAN JAYA,9127,PAPUA,136.7448079,-3.5363868,2016,0.702503735
DEIYAI,9128,PAPUA,136.3846155,-4.1402897,2016,0.636077677
KOTA JAYAPURA,9171,PAPUA,140.8088972,-2.659352,2016,0.714954645
JAYAWIJAYA,9102,PAPUA,138.8693382,-4.0882562,2017,0.630851923
JAYAPURA,9103,PAPUA,139.9758237,-2.978903,2017,0.730734183
NABIRE,9104,PAPUA,135.5843248,-3.3765549,2017,0.757012105
KEPULAUAN YAPEN,9105,PAPUA,136.1741346,-1.7456982,2017,0.626986751
BIAK NUMFOR,9106,PAPUA,135.8443168,-1.0039942,2017,0.661987119
PANIAI,9108,PAPUA,136.4928412,-3.8051995,2017,0.610469983
PUNCAK JAYA,9107,PAPUA,137.8437573,-3.4602156,2017,0.644571488
MIMIKA,9109,PAPUA,136.693886,-4.5004961,2017,0.676739335
NDUGA,9124,PAPUA,138.2404728,-4.4273931,2017,0.61796609
LANNY JAYA,9123,PAPUA,138.2709825,-3.9856669,2017,0.610737006
MAMBERAMO TENGAH,9121,PAPUA,139.0276647,-3.6086342,2017,0.653032391
YALIMO,9122,PAPUA,139.4585922,-3.813879,2017,0.667255133
MERAUKE,9101,PAPUA,139.7043407,-7.840149,2017,0.616038517
BOVEN DIGOEL,9116,PAPUA,140.3664515,-5.9870011,2017,0.592167653
MAPPI,9117,PAPUA,139.3990145,-6.4958057,2017,0.587295826
ASMAT,9118,PAPUA,138.560351,-5.3690801,2017,0.612300461
YAHUKIMO,9113,PAPUA,139.603251,-4.4892066,2017,0.615636174
PEGUNUNGAN BINTANG,9112,PAPUA,140.5326946,-4.5174982,2017,0.679780711
TOLIKARA,9114,PAPUA,138.4085867,-3.483928,2017,0.61275308
SARMI,9110,PAPUA,139.0031674,-2.4718783,2017,0.730985618
KEEROM,9111,PAPUA,140.6832602,-3.3321295,2017,0.72966324
WAROPEN,9115,PAPUA,136.7281853,-2.7469682,2017,0.748815708
SUPIORI,9119,PAPUA,135.564655,-0.7320935,2017,0.633027414
MAMBERAMO RAYA,9120,PAPUA,137.969067,-2.4896222,2017,0.688339041
PUNCAK,9125,PAPUA,137.4000323,-3.6195413,2017,0.654710373
DOGIYAI,9126,PAPUA,135.6675994,-4.0168554,2017,0.635004174
INTAN JAYA,9127,PAPUA,136.7448079,-3.5363868,2017,0.692334798
DEIYAI,9128,PAPUA,136.3846155,-4.1402897,2017,0.610960838
KOTA JAYAPURA,9171,PAPUA,140.8088972,-2.659352,2017,0.70027247
JAYAWIJAYA,9102,PAPUA,138.8693382,-4.0882562,2018,0.640575455
JAYAPURA,9103,PAPUA,139.9758237,-2.978903,2018,0.725067608
NABIRE,9104,PAPUA,135.5843248,-3.3765549,2018,0.779614165
KEPULAUAN YAPEN,9105,PAPUA,136.1741346,-1.7456982,2018,0.6808122
BIAK NUMFOR,9106,PAPUA,135.8443168,-1.0039942,2018,0.706579622
PANIAI,9108,PAPUA,136.4928412,-3.8051995,2018,0.642868922
PUNCAK JAYA,9107,PAPUA,137.8437573,-3.4602156,2018,0.683022596
MIMIKA,9109,PAPUA,136.693886,-4.5004961,2018,0.672843019
NDUGA,9124,PAPUA,138.2404728,-4.4273931,2018,0.613183939
LANNY JAYA,9123,PAPUA,138.2709825,-3.9856669,2018,0.631548242
MAMBERAMO TENGAH,9121,PAPUA,139.0276647,-3.6086342,2018,0.658803124
YALIMO,9122,PAPUA,139.4585922,-3.813879,2018,0.669362093
MERAUKE,9101,PAPUA,139.7043407,-7.840149,2018,0.656090113
