Kab_Kota,Kode_Kab,provinsi,X,Y,tahun,landcover
MESUJI,1811,LAMPUNG,105.377875,-4.0237358,2022,10.44095638
TULANG BAWANG BARAT,1812,LAMPUNG,105.092058,-4.4248185,2022,13.43214506
PESISIR BARAT,1813,LAMPUNG,104.2053186,-5.3826994,2022,3.272842291
KOTA BANDAR LAMPUNG,1871,LAMPUNG,105.2667705,-5.415157,2022,11.54211563
KOTA METRO,1872,LAMPUNG,105.3064432,-5.1218246,2022,13.45085321
LAMPUNG TENGAH,1802,LAMPUNG,105.2646487,-4.8612961,2023,12.3375841
LAMPUNG UTARA,1803,LAMPUNG,104.8058935,-4.8092384,2023,10.29276154
WAY KANAN,1808,LAMPUNG,104.6144899,-4.5164523,2023,9.987019328
TULANG BAWANG,1805,LAMPUNG,105.5319384,-4.372763,2023,12.17279643
PESAWARAN,1809,LAMPUNG,105.1102186,-5.4734913,2023,8.993265695
PRINGSEWU,1810,LAMPUNG,104.9200157,-5.3308452,2023,10.24171058
LAMPUNG BARAT,1804,LAMPUNG,104.1903264,-5.0318301,2023,6.145870463
TANGGAMUS,1806,LAMPUNG,104.6752106,-5.4358644,2023,6.240387048
LAMPUNG SELATAN,1801,LAMPUNG,105.5005005,-5.532772,2023,12.0049626
LAMPUNG TIMUR,1807,LAMPUNG,105.6490369,-5.1366514,2023,11.28695976
MESUJI,1811,LAMPUNG,105.377875,-4.0237358,2023,10.44095638
TULANG BAWANG BARAT,1812,LAMPUNG,105.092058,-4.4248185,2023,13.43214506
PESISIR BARAT,1813,LAMPUNG,104.2053186,-5.3826994,2023,3.272842291
KOTA BANDAR LAMPUNG,1871,LAMPUNG,105.2667705,-5.415157,2023,11.54211563
KOTA METRO,1872,LAMPUNG,105.3064432,-5.1218246,2023,13.45085321
LAMPUNG TENGAH,1802,LAMPUNG,105.2646487,-4.8612961,2024,12.3375841
LAMPUNG UTARA,1803,LAMPUNG,104.8058935,-4.8092384,2024,10.29276154
WAY KANAN,1808,LAMPUNG,104.6144899,-4.5164523,2024,9.987019328
TULANG BAWANG,1805,LAMPUNG,105.5319384,-4.372763,2024,12.17279643
PESAWARAN,1809,LAMPUNG,105.1102186,-5.4734913,2024,8.993265695
PRINGSEWU,1810,LAMPUNG,104.9200157,-5.3308452,2024,10.24171058
LAMPUNG BARAT,1804,LAMPUNG,104.1903264,-5.0318301,2024,6.145870463
TANGGAMUS,1806,LAMPUNG,104.6752106,-5.4358644,2024,6.240387048
LAMPUNG SELATAN,1801,LAMPUNG,105.5005005,-5.532772,2024,12.0049626
LAMPUNG TIMUR,1807,LAMPUNG,105.6490369,-5.1366514,2024,11.28695976
MESUJI,1811,LAMPUNG,105.377875,-4.0237358,2024,10.44095638
TULANG BAWANG BARAT,1812,LAMPUNG,105.092058,-4.4248185,2024,13.43214506
PESISIR BARAT,1813,LAMPUNG,104.2053186,-5.3826994,2024,3.272842291
KOTA BANDAR LAMPUNG,1871,LAMPUNG,105.2667705,-5.415157,2024,11.54211563
KOTA METRO,1872,LAMPUNG,105.3064432,-5.1218246,2024,13.45085321
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2015,4.553433047
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2015,5.66186098
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2015,3.053818343
BURU,8104,MALUKU,126.7212853,-3.3029383,2015,4.520272451
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2015,4.229693361
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2015,2.710032652
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2015,2.906129362
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2015,4.880762123
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2015,3.634632363
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2015,4.539566839
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2015,9.221310276
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2016,4.554998039
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2016,5.721677094
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2016,3.04193784
BURU,8104,MALUKU,126.7212853,-3.3029383,2016,4.553748772
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2016,4.268573998
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2016,2.726761205
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2016,2.916263271
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2016,4.898155307
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2016,3.678936092
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2016,4.561067853
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2016,9.327487851
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2017,4.542703181
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2017,5.732275294
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2017,2.967387325
BURU,8104,MALUKU,126.7212853,-3.3029383,2017,4.426727153
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2017,4.318545164
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2017,2.677226237
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2017,2.902690232
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2017,4.845757884
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2017,3.621581991
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2017,4.444205981
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2017,9.388369712
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2018,4.547701484
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2018,5.756638181
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2018,2.958979437
BURU,8104,MALUKU,126.7212853,-3.3029383,2018,4.484728936
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2018,4.356655632
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2018,2.671990853
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2018,2.922279099
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2018,4.86598508
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2018,3.659010109
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2018,4.438029183
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2018,9.270799135
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2019,4.584512206
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2019,5.871135358
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2019,2.998581432
BURU,8104,MALUKU,126.7212853,-3.3029383,2019,4.549907456
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2019,4.341509292
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2019,2.681851009
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2019,2.928816229
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2019,4.876118176
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2019,3.675388153
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2019,4.471569718
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2019,9.159583286
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2020,4.695671478
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2020,6.012440867
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2020,2.986791028
BURU,8104,MALUKU,126.7212853,-3.3029383,2020,4.502207623
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2020,4.391268328
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2020,2.669855677
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2020,2.963541377
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2020,4.896579349
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2020,3.632131148
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2020,4.527095466
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2020,9.198898081
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2021,4.695671478
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2021,6.012440867
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2021,2.986791028
BURU,8104,MALUKU,126.7212853,-3.3029383,2021,4.502207623
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2021,4.391268328
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2021,2.669855677
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2021,2.963541377
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2021,4.896579349
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2021,3.632131148
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2021,4.527095466
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2021,9.198898081
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2022,4.695671478
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2022,6.012440867
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2022,2.986791028
BURU,8104,MALUKU,126.7212853,-3.3029383,2022,4.502207623
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2022,4.391268328
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2022,2.669855677
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2022,2.963541377
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2022,4.896579349
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2022,3.632131148
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2022,4.527095466
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2022,9.198898081
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2023,4.695671478
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2023,6.012440867
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2023,2.986791028
BURU,8104,MALUKU,126.7212853,-3.3029383,2023,4.502207623
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2023,4.391268328
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2023,2.669855677
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2023,2.963541377
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2023,4.896579349
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2023,3.632131148
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2023,4.527095466
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2023,9.198898081
MALUKU TENGGARA BARAT,8103,MALUKU,131.3667632,-7.5794204,2024,4.695671478
MALUKU TENGGARA,8102,MALUKU,132.8879168,-5.6741244,2024,6.012440867
MALUKU TENGAH,8101,MALUKU,129.2913358,-3.1594926,2024,2.986791028
BURU,8104,MALUKU,126.7212853,-3.3029383,2024,4.502207623
KEPULAUAN ARU,8107,MALUKU,134.4501149,-6.1953982,2024,4.391268328
SERAM BAGIAN BARAT,8106,MALUKU,128.3566774,-3.1305162,2024,2.669855677
SERAM BAGIAN TIMUR,8105,MALUKU,130.4438623,-3.4213193,2024,2.963541377
MALUKU BARAT DAYA,8108,MALUKU,127.3109696,-7.8323429,2024,4.896579349
BURU SELATAN,8109,MALUKU,126.5763862,-3.5827679,2024,3.632131148
KOTA AMBON,8171,MALUKU,128.1799896,-3.6772192,2024,4.527095466
KOTA TUAL,8172,MALUKU,132.4495082,-5.5583461,2024,9.198898081
HALMAHERA BARAT,8201,MALUKU UTARA,127.5896654,1.3641626,2015,2.666079544
HALMAHERA TENGAH,8202,MALUKU UTARA,128.2821939,0.4027421,2015,2.972436908
KEPULAUAN SULA,8205,MALUKU UTARA,125.8390744,-1.9632966,2015,2.914420901
HALMAHERA SELATAN,8204,MALUKU UTARA,127.7020088,-0.8196032,2015,2.902153085
HALMAHERA UTARA,8203,MALUKU UTARA,127.8310623,1.542313,2015,3.089494617
HALMAHERA TIMUR,8206,MALUKU UTARA,128.3085556,1.0311732,2015,2.503661058
PULAU MOROTAI,8207,MALUKU UTARA,128.4483581,2.3165784,2015,2.650097534
PULAU TALIABU,8208,MALUKU UTARA,124.7406424,-1.81886,2015,3.00600637
KOTA TERNATE,8271,MALUKU UTARA,127.1725751,0.8388389,2015,6.021989126
KOTA TIDORE KEPULAUAN,8272,MALUKU UTARA,127.6736698,0.4851958,2015,2.500787642
HALMAHERA BARAT,8201,MALUKU UTARA,127.5896654,1.3641626,2016,2.656080565
HALMAHERA TENGAH,8202,MALUKU UTARA,128.2821939,0.4027421,2016,3.010297447
KEPULAUAN SULA,8205,MALUKU UTARA,125.8390744,-1.9632966,2016,2.939895305
HALMAHERA SELATAN,8204,MALUKU UTARA,127.7020088,-0.8196032,2016,2.9166533
HALMAHERA UTARA,8203,MALUKU UTARA,127.8310623,1.542313,2016,3.085943056
HALMAHERA TIMUR,8206,MALUKU UTARA,128.3085556,1.0311732,2016,2.510109771
PULAU MOROTAI,8207,MALUKU UTARA,128.4483581,2.3165784,2016,2.626539856
PULAU TALIABU,8208,MALUKU UTARA,124.7406424,-1.81886,2016,3.019988667
KOTA TERNATE,8271,MALUKU UTARA,127.1725751,0.8388389,2016,6.042895636
KOTA TIDORE KEPULAUAN,8272,MALUKU UTARA,127.6736698,0.4851958,2016,2.49471353
HALMAHERA BARAT,8201,MALUKU UTARA,127.5896654,1.3641626,2017,2.567435833
HALMAHERA TENGAH,8202,MALUKU UTARA,128.2821939,0.4027421,2017,3.004320282
KEPULAUAN SULA,8205,MALUKU UTARA,125.8390744,-1.9632966,2017,2.955965485
HALMAHERA SELATAN,8204,MALUKU UTARA,127.7020088,-0.8196032,2017,2.932565886
HALMAHERA UTARA,8203,MALUKU UTARA,127.8310623,1.542313,2017,2.946227069
HALMAHERA TIMUR,8206,MALUKU UTARA,128.3085556,1.0311732,2017,2.477748142
PULAU MOROTAI,8207,MALUKU UTARA,128.4483581,2.3165784,2017,2.570644787
PULAU TALIABU,8208,MALUKU UTARA,124.7406424,-1.81886,2017,2.958396999
KOTA TERNATE,8271,MALUKU UTARA,127.1725751,0.8388389,2017,6.190564404
KOTA TIDORE KEPULAUAN,8272,MALUKU UTARA,127.6736698,0.4851958,2017,2.468888127
HALMAHERA BARAT,8201,MALUKU UTARA,127.5896654,1.3641626,2018,2.570818946
HALMAHERA TENGAH,8202,MALUKU UTARA,128.2821939,0.4027421,2018,3.010180451
KEPULAUAN SULA,8205,MALUKU UTARA,125.8390744,-1.9632966,2018,2.94671375
HALMAHERA SELATAN,8204,MALUKU UTARA,127.7020088,-0.8196032,2018,2.941216358
HALMAHERA UTARA,8203,MALUKU UTARA,127.8310623,1.542313,2018,2.949274624
HALMAHERA TIMUR,8206,MALUKU UTARA,128.3085556,1.0311732,2018,2.474196109
PULAU MOROTAI,8207,MALUKU UTARA,128.4483581,2.3165784,2018,2.589457034
PULAU TALIABU,8208,MALUKU UTARA,124.7406424,-1.81886,2018,2.956684057
KOTA TERNATE,8271,MALUKU UTARA,127.1725751,0.8388389,2018,6.106481259
KOTA TIDORE KEPULAUAN,8272,MALUKU UTARA,127.6736698,0.4851958,2018,2.49567955
HALMAHERA BARAT,8201,MALUKU UTARA,127.5896654,1.3641626,2019,2.599129699
HALMAHERA TENGAH,8202,MALUKU UTARA,128.2821939,0.4027421,2019,2.998914338
KEPULAUAN SULA,8205,MALUKU UTARA,125.8390744,-1.9632966,2019,2.931233921
HALMAHERA SELATAN,8204,MALUKU UTARA,127.7020088,-0.8196032,2019,2.945469799
HALMAHERA UTARA,8203,MALUKU UTARA,127.8310623,1.542313,2019,2.987330416
HALMAHERA TIMUR,8206,MALUKU UTARA,128.3085556,1.0311732,2019,2.493232043
PULAU MOROTAI,8207,MALUKU UTARA,128.4483581,2.3165784,2019,2.642939509
PULAU TALIABU,8208,MALUKU UTARA,124.7406424,-1.81886,2019,3.042507018
KOTA TERNATE,8271,MALUKU UTARA,127.1725751,0.8388389,2019,6.109753164
KOTA TIDORE KEPULAUAN,8272,MALUKU UTARA,127.6736698,0.4851958,2019,2.491308135
HALMAHERA BARAT,8201,MALUKU UTARA,127.5896654,1.3641626,2020,2.577359632
HALMAHERA TENGAH,8202,MALUKU UTARA,128.2821939,0.4027421,2020,3.005786185
KEPULAUAN SULA,8205,MALUKU UTARA,125.8390744,-1.9632966,2020,2.936401125
HALMAHERA SELATAN,8204,MALUKU UTARA,127.7020088,-0.8196032,2020,2.943618974
HALMAHERA UTARA,8203,MALUKU UTARA,127.8310623,1.542313,2020,2.933035559
HALMAHERA TIMUR,8206,MALUKU UTARA,128.3085556,1.0311732,2020,2.488677706
PULAU MOROTAI,8207,MALUKU UTARA,128.4483581,2.3165784,2020,2.621555159
PULAU TALIABU,8208,MALUKU UTARA,124.7406424,-1.81886,2020,3.028804783
KOTA TERNATE,8271,MALUKU UTARA,127.1725751,0.8388389,2020,6.079872973
KOTA TIDORE KEPULAUAN,8272,MALUKU UTARA,127.6736698,0.4851958,2020,2.503648637
HALMAHERA BARAT,8201,MALUKU UTARA,127.5896654,1.3641626,2021,2.577359632
HALMAHERA TENGAH,8202,MALUKU UTARA,128.2821939,0.4027421,2021,3.005786185
KEPULAUAN SULA,8205,MALUKU UTARA,125.8390744,-1.9632966,2021,2.936401125
HALMAHERA SELATAN,8204,MALUKU UTARA,127.7020088,-0.8196032,2021,2.943618974
HALMAHERA UTARA,8203,MALUKU UTARA,127.8310623,1.542313,2021,2.933035559
HALMAHERA TIMUR,8206,MALUKU UTARA,128.3085556,1.0311732,2021,2.488677706
PULAU MOROTAI,8207,MALUKU UTARA,128.4483581,2.3165784,2021,2.621555159
PULAU TALIABU,8208,MALUKU UTARA,124.7406424,-1.81886,2021,3.028804783
KOTA TERNATE,8271,MALUKU UTARA,127.1725751,0.8388389,2021,6.079872973
KOTA TIDORE KEPULAUAN,8272,MALUKU UTARA,127.6736698,0.4851958,2021,2.503648637
HALMAHERA BARAT,8201,MALUKU UTARA,127.5896654,1.3641626,2022,2.577359632
HALMAHERA TENGAH,8202,MALUKU UTARA,128.2821939,0.4027421,2022,3.005786185
KEPULAUAN SULA,8205,MALUKU UTARA,125.8390744,-1.9632966,2022,2.936401125
HALMAHERA SELATAN,8204,MALUKU UTARA,127.7020088,-0.8196032,2022,2.943618974
HALMAHERA UTARA,8203,MALUKU UTARA,127.8310623,1.542313,2022,2.933035559
HALMAHERA TIMUR,8206,MALUKU UTARA,128.3085556,1.0311732,2022,2.488677706
PULAU MOROTAI,8207,MALUKU UTARA,128.4483581,2.3165784,2022,2.621555159
PULAU TALIABU,8208,MALUKU UTARA,124.7406424,-1.81886,2022,3.028804783
KOTA TERNATE,8271,MALUKU UTARA,127.1725751,0.8388389,2022,6.079872973
KOTA TIDORE KEPULAUAN,8272,MALUKU UTARA,127.6736698,0.4851958,2022,2.503648637
HALMAHERA BARAT,8201,MALUKU UTARA,127.5896654,1.3641626,2023,2.577359632
HALMAHERA TENGAH,8202,MALUKU UTARA,128.2821939,0.4027421,2023,3.005786185
KEPULAUAN SULA,8205,MALUKU UTARA,125.8390744,-1.9632966,2023,2.936401125
HALMAHERA SELATAN,8204,MALUKU UTARA,127.7020088,-0.8196032,2023,2.943618974
HALMAHERA UTARA,8203,MALUKU UTARA,127.8310623,1.542313,2023,2.933035559
HALMAHERA TIMUR,8206,MALUKU UTARA,128.3085556,1.0311732,2023,2.488677706
PULAU MOROTAI,8207,MALUKU UTARA,128.4483581,2.3165784,2023,2.621555159
PULAU TALIABU,8208,MALUKU UTARA,124.7406424,-1.81886,2023,3.028804783
KOTA TERNATE,8271,MALUKU UTARA,127.1725751,0.8388389,2023,6.079872973
KOTA TIDORE KEPULAUAN,8272,MALUKU UTARA,127.6736698,0.4851958,2023,2.503648637
HALMAHERA BARAT,8201,MALUKU UTARA,127.5896654,1.3641626,2024,2.577359632
HALMAHERA TENGAH,8202,MALUKU UTARA,128.2821939,0.4027421,2024,3.005786185
KEPULAUAN SULA,8205,MALUKU UTARA,125.8390744,-1.9632966,2024,2.936401125
HALMAHERA SELATAN,8204,MALUKU UTARA,127.7020088,-0.8196032,2024,2.943618974
HALMAHERA UTARA,8203,MALUKU UTARA,127.8310623,1.542313,2024,2.933035559
HALMAHERA TIMUR,8206,MALUKU UTARA,128.3085556,1.0311732,2024,2.488677706
PULAU MOROTAI,8207,MALUKU UTARA,128.4483581,2.3165784,2024,2.621555159
PULAU TALIABU,8208,MALUKU UTARA,124.7406424,-1.81886,2024,3.028804783
KOTA TERNATE,8271,MALUKU UTARA,127.1725751,0.8388389,2024,6.079872973
KOTA TIDORE KEPULAUAN,8272,MALUKU UTARA,127.6736698,0.4851958,2024,2.503648637
SUMBAWA BARAT,5207,NUSA TENGGARA BARAT,116.9150579,-8.8297087,2015,4.135065739
LOMBOK UTARA,5208,NUSA TENGGARA BARAT,116.2834974,-8.3490405,2015,6.41291876
LOMBOK BARAT,5201,NUSA TENGGARA BARAT,116.0942357,-8.6644079,2015,8.483711846
LOMBOK TENGAH,5202,NUSA TENGGARA BARAT,116.2892996,-8.7229563,2015,11.39369881
LOMBOK TIMUR,5203,NUSA TENGGARA BARAT,116.5308124,-8.5327953,2015,9.11755225
SUMBAWA,5204,NUSA TENGGARA BARAT,117.4849383,-8.7032214,2015,5.545532213
DOMPU,5205,NUSA TENGGARA BARAT,118.2168065,-8.4721421,2015,6.971160329
BIMA,5206,NUSA TENGGARA BARAT,118.6186186,-8.4747634,2015,7.367848637
KOTA MATARAM,5271,NUSA TENGGARA BARAT,116.1110931,-8.5902684,2015,12.66600499
KOTA BIMA,5272,NUSA TENGGARA BARAT,118.7849059,-8.4557992,2015,8.071142779
SUMBAWA BARAT,5207,NUSA TENGGARA BARAT,116.9150579,-8.8297087,2016,4.1452726
LOMBOK UTARA,5208,NUSA TENGGARA BARAT,116.2834974,-8.3490405,2016,6.341015948
LOMBOK BARAT,5201,NUSA TENGGARA BARAT,116.0942357,-8.6644079,2016,8.414348432
LOMBOK TENGAH,5202,NUSA TENGGARA BARAT,116.2892996,-8.7229563,2016,11.4096035
LOMBOK TIMUR,5203,NUSA TENGGARA BARAT,116.5308124,-8.5327953,2016,9.1656334
SUMBAWA,5204,NUSA TENGGARA BARAT,117.4849383,-8.7032214,2016,5.568879376
DOMPU,5205,NUSA TENGGARA BARAT,118.2168065,-8.4721421,2016,7.023178869
BIMA,5206,NUSA TENGGARA BARAT,118.6186186,-8.4747634,2016,7.395509673
KOTA MATARAM,5271,NUSA TENGGARA BARAT,116.1110931,-8.5902684,2016,12.68233335
KOTA BIMA,5272,NUSA TENGGARA BARAT,118.7849059,-8.4557992,2016,8.145354892
SUMBAWA BARAT,5207,NUSA TENGGARA BARAT,116.9150579,-8.8297087,2017,4.142241512
LOMBOK UTARA,5208,NUSA TENGGARA BARAT,116.2834974,-8.3490405,2017,6.222452294
LOMBOK BARAT,5201,NUSA TENGGARA BARAT,116.0942357,-8.6644079,2017,8.38300323
LOMBOK TENGAH,5202,NUSA TENGGARA BARAT,116.2892996,-8.7229563,2017,11.46803065
LOMBOK TIMUR,5203,NUSA TENGGARA BARAT,116.5308124,-8.5327953,2017,9.219366492
SUMBAWA,5204,NUSA TENGGARA BARAT,117.4849383,-8.7032214,2017,5.618639244
DOMPU,5205,NUSA TENGGARA BARAT,118.2168065,-8.4721421,2017,7.169698997
BIMA,5206,NUSA TENGGARA BARAT,118.6186186,-8.4747634,2017,7.32862194
KOTA MATARAM,5271,NUSA TENGGARA BARAT,116.1110931,-8.5902684,2017,12.69161811
KOTA BIMA,5272,NUSA TENGGARA BARAT,118.7849059,-8.4557992,2017,8.263688682
SUMBAWA BARAT,5207,NUSA TENGGARA BARAT,116.9150579,-8.8297087,2018,4.261712521
LOMBOK UTARA,5208,NUSA TENGGARA BARAT,116.2834974,-8.3490405,2018,6.344326137
LOMBOK BARAT,5201,NUSA TENGGARA BARAT,116.0942357,-8.6644079,2018,8.581933211
LOMBOK TENGAH,5202,NUSA TENGGARA BARAT,116.2892996,-8.7229563,2018,11.50075697
LOMBOK TIMUR,5203,NUSA TENGGARA BARAT,116.5308124,-8.5327953,2018,9.280488186
SUMBAWA,5204,NUSA TENGGARA BARAT,117.4849383,-8.7032214,2018,5.753720789
DOMPU,5205,NUSA TENGGARA BARAT,118.2168065,-8.4721421,2018,7.453161515
BIMA,5206,NUSA TENGGARA BARAT,118.6186186,-8.4747634,2018,7.524750843
KOTA MATARAM,5271,NUSA TENGGARA BARAT,116.1110931,-8.5902684,2018,12.59627329
KOTA BIMA,5272,NUSA TENGGARA BARAT,118.7849059,-8.4557992,2018,8.406102128
SUMBAWA BARAT,5207,NUSA TENGGARA BARAT,116.9150579,-8.8297087,2019,4.334963825
LOMBOK UTARA,5208,NUSA TENGGARA BARAT,116.2834974,-8.3490405,2019,6.40248003
LOMBOK BARAT,5201,NUSA TENGGARA BARAT,116.0942357,-8.6644079,2019,8.733158892
LOMBOK TENGAH,5202,NUSA TENGGARA BARAT,116.2892996,-8.7229563,2019,11.44777872
LOMBOK TIMUR,5203,NUSA TENGGARA BARAT,116.5308124,-8.5327953,2019,9.298637817
SUMBAWA,5204,NUSA TENGGARA BARAT,117.4849383,-8.7032214,2019,5.815502294
DOMPU,5205,NUSA TENGGARA BARAT,118.2168065,-8.4721421,2019,7.616811059
BIMA,5206,NUSA TENGGARA BARAT,118.6186186,-8.4747634,2019,7.588913418
KOTA MATARAM,5271,NUSA TENGGARA BARAT,116.1110931,-8.5902684,2019,12.4671832
KOTA BIMA,5272,NUSA TENGGARA BARAT,118.7849059,-8.4557992,2019,8.562839134
SUMBAWA BARAT,5207,NUSA TENGGARA BARAT,116.9150579,-8.8297087,2020,4.424908079
LOMBOK UTARA,5208,NUSA TENGGARA BARAT,116.2834974,-8.3490405,2020,6.483904978
LOMBOK BARAT,5201,NUSA TENGGARA BARAT,116.0942357,-8.6644079,2020,8.778526179
LOMBOK TENGAH,5202,NUSA TENGGARA BARAT,116.2892996,-8.7229563,2020,11.46804054
LOMBOK TIMUR,5203,NUSA TENGGARA BARAT,116.5308124,-8.5327953,2020,9.312024251
SUMBAWA,5204,NUSA TENGGARA BARAT,117.4849383,-8.7032214,2020,5.902710592
DOMPU,5205,NUSA TENGGARA BARAT,118.2168065,-8.4721421,2020,7.854353494
BIMA,5206,NUSA TENGGARA BARAT,118.6186186,-8.4747634,2020,7.727050051
KOTA MATARAM,5271,NUSA TENGGARA BARAT,116.1110931,-8.5902684,2020,12.29653583
KOTA BIMA,5272,NUSA TENGGARA BARAT,118.7849059,-8.4557992,2020,8.928729332
SUMBAWA BARAT,5207,NUSA TENGGARA BARAT,116.9150579,-8.8297087,2021,4.424908079
LOMBOK UTARA,5208,NUSA TENGGARA BARAT,116.2834974,-8.3490405,2021,6.483904978
